mean_count turtles with [standing?],mean_count turtles with [feeling-awkward? = true],min_count turtles with [standing?],min_count turtles with [feeling-awkward? = true],last_count turtles with [standing?],last_count turtles with [feeling-awkward? = true],sd_count turtles with [standing?],sd_count turtles with [feeling-awkward? = true],trend_count turtles with [standing?],trend_count turtles with [feeling-awkward? = true],max_count turtles with [standing?],max_count turtles with [feeling-awkward? = true],snap_10_count turtles with [standing?],snap_10_count turtles with [feeling-awkward? = true],snap_20_count turtles with [standing?],snap_20_count turtles with [feeling-awkward? = true],snap_30_count turtles with [standing?],snap_30_count turtles with [feeling-awkward? = true],snap_40_count turtles with [standing?],snap_40_count turtles with [feeling-awkward? = true]
258.98,39.52,36.0,24.0,289.0,48.0,86.35565760273036,8.93138287164983,-2.5300840336134467,0.12081632653061193,366.0,67.0,292.0,46.0,291.0,33.0,78.0,41.0,271.0,35.0
227.64,24.74,49.0,0.0,295.0,22.0,102.55725425341691,23.052817615207044,1.8801440576230497,-0.1265306122448989,400.0,160.0,152.0,18.0,304.0,14.0,348.0,20.0,92.0,21.0
302.08,14.28,193.0,6.0,339.0,9.0,58.5729767042789,7.515424139727578,-1.0261704681872794,-0.17258103241296563,387.0,52.0,360.0,13.0,237.0,20.0,232.0,9.0,325.0,10.0
211.44,43.4,39.0,28.0,44.0,39.0,112.16829498570439,11.449017425089371,0.5583673469387759,-0.060216086434574524,366.0,104.0,134.0,40.0,361.0,28.0,303.0,48.0,172.0,45.0
205.12,57.9,54.0,33.0,237.0,63.0,101.62964921714529,21.177582487148996,0.08787515006002332,-0.4770708283313336,362.0,179.0,126.0,73.0,247.0,74.0,65.0,56.0,253.0,81.0
239.78,57.82,61.0,31.0,190.0,71.0,79.4756038039347,12.91462736589794,-2.5624489795918386,0.40033613445378147,365.0,86.0,323.0,55.0,232.0,57.0,149.0,61.0,251.0,63.0
297.4,26.96,115.0,12.0,115.0,23.0,75.96314896053217,19.303844176743652,-3.516254501800723,0.0017286914765895648,386.0,147.0,376.0,13.0,297.0,18.0,242.0,23.0,319.0,45.0
350.54,10.04,245.0,0.0,245.0,8.0,50.4623463584483,10.409534091399097,-2.047490996398561,0.05733493397358885,400.0,74.0,394.0,6.0,383.0,12.0,269.0,4.0,382.0,8.0
183.72,33.64,121.0,19.0,159.0,30.0,45.338742814506894,19.158037477779402,-2.0231452581032423,-0.3462184873949591,272.0,154.0,253.0,30.0,180.0,30.0,143.0,34.0,146.0,28.0
138.9,51.58,32.0,27.0,67.0,31.0,64.77383731106255,23.52283146221985,-3.5438655462184885,-0.6892196878751523,281.0,182.0,194.0,41.0,138.0,50.0,79.0,46.0,88.0,49.0
137.72,50.4,28.0,22.0,98.0,54.0,82.18881675751268,13.376098085764768,-0.796350540216087,-0.054741896758703716,323.0,87.0,218.0,53.0,46.0,40.0,303.0,40.0,96.0,41.0
72.3,21.6,4.0,4.0,190.0,29.0,82.59545992365439,21.516505292449327,4.2750060024009615,0.005666266506601795,251.0,163.0,9.0,9.0,12.0,12.0,37.0,20.0,183.0,28.0
143.9,27.16,17.0,10.0,17.0,17.0,83.05040638070349,16.559420279707858,-4.471692677070834,-0.27831932773109325,359.0,116.0,155.0,21.0,162.0,10.0,221.0,30.0,42.0,28.0
262.54,41.68,115.0,22.0,115.0,40.0,66.53817250270706,23.97201701985046,-1.6192557022809138,-0.7733013205282125,359.0,190.0,290.0,46.0,318.0,30.0,347.0,30.0,223.0,36.0
184.78,58.8,39.0,38.0,187.0,49.0,59.61754439760163,12.768711759609895,1.9114045618247302,0.24403361344537783,259.0,92.0,194.0,52.0,213.0,55.0,236.0,48.0,244.0,59.0
213.86,47.88,29.0,23.0,319.0,29.0,88.45270148503099,16.282063751257088,4.138343337334935,-0.4395678271308534,370.0,97.0,168.0,83.0,242.0,44.0,251.0,31.0,166.0,71.0
169.7,64.1,56.0,36.0,272.0,62.0,57.08248417859895,15.391231269784756,2.4996398559423767,0.009939975990395073,318.0,145.0,184.0,59.0,168.0,61.0,136.0,78.0,174.0,63.0
3.16,2.76,0.0,0.0,5.0,3.0,8.658775895009637,9.437287745957509,-0.12312124849940018,-0.14885954381752764,62.0,68.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,2.0
126.02,21.32,3.0,3.0,79.0,15.0,102.06360565843241,20.318897607892023,-6.540072028811526,-0.7404561824729904,322.0,150.0,196.0,34.0,171.0,21.0,53.0,20.0,10.0,10.0
158.18,38.64,19.0,15.0,144.0,48.0,118.2263405506573,14.529638674103358,-6.3879471788715545,-0.08182472989195745,378.0,100.0,310.0,48.0,47.0,40.0,155.0,39.0,33.0,29.0
224.86,39.6,175.0,20.0,229.0,25.0,31.253166239598826,22.570777567465413,0.48292917166866683,-0.5488595438175282,298.0,185.0,266.0,25.0,213.0,39.0,298.0,46.0,242.0,37.0
209.56,36.56,28.0,21.0,126.0,52.0,112.84115561265754,11.57784090407188,-0.14396158463385428,-0.08201680672268977,371.0,92.0,211.0,43.0,29.0,23.0,259.0,40.0,291.0,27.0
384.96,7.98,327.0,0.0,382.0,4.0,20.2681622255201,11.21871650412827,0.2796638655462137,-0.1905882352941181,400.0,61.0,396.0,2.0,331.0,27.0,399.0,1.0,396.0,4.0
192.34,55.3,43.0,34.0,248.0,57.0,79.98490107514041,18.27812900709479,0.18175270108043137,-0.2608883553421379,340.0,148.0,82.0,80.0,162.0,44.0,92.0,45.0,209.0,63.0
205.62,31.32,107.0,15.0,247.0,32.0,72.06660530370499,9.648709758304475,-1.8636734693877606,-0.2604561824729894,379.0,57.0,107.0,55.0,210.0,35.0,207.0,32.0,143.0,18.0
178.9,18.92,13.0,6.0,179.0,21.0,101.33651859028905,13.514199939323081,5.615798319327732,-0.3539015606242503,289.0,104.0,42.0,21.0,189.0,24.0,276.0,12.0,264.0,9.0
22.64,12.28,4.0,4.0,135.0,23.0,29.37874061289898,10.524333708126134,1.0201200480192076,-0.019015606242497658,135.0,80.0,5.0,5.0,11.0,11.0,9.0,9.0,19.0,15.0
188.98,25.04,7.0,7.0,319.0,11.0,120.81878827400976,21.304422076179403,5.545210084033615,-0.6393277310924383,375.0,161.0,191.0,19.0,11.0,11.0,145.0,33.0,358.0,13.0
162.58,46.82,23.0,23.0,48.0,42.0,101.76346888741558,14.70467952727974,-4.233997599039619,-0.27183673469387803,347.0,109.0,255.0,43.0,53.0,41.0,250.0,48.0,88.0,40.0
218.08,59.56,115.0,40.0,212.0,58.0,76.66233495009136,9.693626772266406,-3.6780792316926796,0.32153661464585814,360.0,82.0,307.0,47.0,180.0,66.0,135.0,59.0,222.0,68.0
249.96,41.38,45.0,19.0,128.0,52.0,103.84526180813451,19.269551110495545,-2.8771188475390175,-0.16379351740696338,379.0,148.0,222.0,55.0,292.0,54.0,362.0,32.0,222.0,32.0
27.76,15.76,4.0,4.0,113.0,43.0,33.31099518177144,18.06937741041456,0.7835774309723881,-0.056374549819928885,133.0,131.0,12.0,12.0,12.0,12.0,8.0,8.0,16.0,13.0
207.44,24.7,15.0,11.0,43.0,24.0,148.42980293728075,15.326121492406358,-9.689603841536622,-0.10521008403361448,389.0,118.0,381.0,16.0,294.0,35.0,142.0,20.0,19.0,19.0
243.28,55.86,139.0,40.0,208.0,40.0,58.51496902502811,16.470591974789492,-3.2000000000000015,-0.22516206482593226,345.0,152.0,318.0,49.0,291.0,41.0,168.0,52.0,155.0,62.0
76.54,19.28,8.0,6.0,221.0,33.0,49.12156756456373,11.350841378505827,0.4587274909963984,0.07385354141656608,221.0,77.0,144.0,15.0,46.0,8.0,56.0,9.0,38.0,18.0
81.34,8.5,0.0,0.0,0.0,0.0,100.34771746283016,16.165704438718407,-6.19010804321729,-0.686722689075631,362.0,103.0,157.0,15.0,103.0,7.0,0.0,0.0,1.0,1.0
265.16,40.76,136.0,18.0,174.0,64.0,70.46711573492986,20.220346188925653,0.17863145258103166,-0.013733493397360328,371.0,146.0,207.0,30.0,203.0,29.0,353.0,43.0,272.0,43.0
95.42,17.56,5.0,3.0,154.0,33.0,85.5467334268235,11.687874058185258,0.3362785114045617,-0.10276110444177732,242.0,65.0,233.0,16.0,73.0,23.0,5.0,5.0,71.0,25.0
271.1,39.64,25.0,21.0,175.0,63.0,130.55853093536246,15.152240758382902,-7.130708283313326,0.15337334933973562,379.0,115.0,350.0,41.0,364.0,32.0,352.0,39.0,36.0,35.0
149.88,30.2,18.0,16.0,257.0,33.0,99.04032310125002,15.034626699722214,0.9654741896758695,-0.4557022809123663,329.0,120.0,118.0,36.0,37.0,31.0,76.0,38.0,235.0,18.0
173.42,62.86,39.0,35.0,292.0,38.0,78.72714652519801,21.344797961095814,-0.6255462184873974,-0.504729891956784,340.0,170.0,151.0,97.0,227.0,68.0,185.0,51.0,58.0,47.0
251.92,31.16,120.0,12.0,154.0,35.0,90.14251826968226,18.68299761815539,-5.523361344537818,-0.3957743097238906,360.0,154.0,317.0,30.0,355.0,26.0,223.0,34.0,120.0,25.0
375.98,15.78,322.0,5.0,364.0,29.0,20.09824867992234,9.4154978625668,-0.7236974789915994,0.2949819927971186,395.0,42.0,385.0,10.0,393.0,5.0,344.0,24.0,388.0,11.0
200.8,17.64,38.0,4.0,199.0,27.0,79.56255400626605,17.850221287143757,4.576998799519809,0.09517406962785017,371.0,132.0,138.0,6.0,186.0,8.0,226.0,16.0,371.0,15.0
183.64,48.22,32.0,28.0,136.0,39.0,98.10295816131134,14.239789324284262,-0.9804561824729898,-0.046914765906363384,349.0,91.0,325.0,39.0,190.0,51.0,250.0,69.0,65.0,34.0
87.94,24.66,7.0,7.0,387.0,11.0,111.59075409728175,19.787480890704607,4.786506602641057,-0.2682833133253315,391.0,143.0,12.0,12.0,46.0,32.0,14.0,13.0,107.0,22.0
304.3,23.28,221.0,6.0,314.0,17.0,44.87237457500996,23.474275281678022,1.0229531812725086,-0.6766866746698693,394.0,175.0,233.0,22.0,394.0,6.0,252.0,20.0,316.0,19.0
134.24,7.7,17.0,1.0,204.0,7.0,46.11401522314012,15.656627989449072,2.6569027611044422,-0.3166866746698688,204.0,113.0,93.0,3.0,151.0,2.0,177.0,6.0,138.0,6.0
186.18,54.8,95.0,33.0,116.0,61.0,60.50675664750179,12.328828005937952,-1.4654981992797131,-0.14722689075630346,353.0,98.0,95.0,52.0,180.0,60.0,215.0,49.0,180.0,56.0
177.0,17.1,23.0,2.0,247.0,7.0,54.58644520391486,22.114474897677308,2.2845618247298916,-0.6511884753901576,248.0,155.0,178.0,18.0,170.0,4.0,225.0,2.0,162.0,9.0
159.32,47.9,25.0,25.0,40.0,34.0,89.26957824477496,17.79016582272352,-0.832364945978394,-0.5609123649459793,307.0,119.0,161.0,35.0,81.0,49.0,278.0,36.0,215.0,72.0
38.16,8.64,0.0,0.0,0.0,0.0,66.34285492801766,27.621556798993026,-3.517310924369752,-0.868475390156064,242.0,184.0,120.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0
241.94,48.88,70.0,18.0,308.0,64.0,79.7635029321055,22.39789275802525,-0.7251380552220889,-0.3708043217286926,374.0,180.0,350.0,43.0,325.0,37.0,123.0,48.0,217.0,40.0
186.98,60.06,40.0,34.0,338.0,46.0,100.21347015247001,23.33273237321339,4.902809123649461,-0.5166386554621855,361.0,187.0,50.0,35.0,205.0,71.0,118.0,68.0,300.0,43.0
166.84,58.24,40.0,37.0,252.0,45.0,72.62130816778226,14.7953506210566,-0.09939975990396374,-0.4700120048019219,277.0,127.0,236.0,63.0,262.0,63.0,47.0,46.0,198.0,52.0
77.04,23.52,2.0,2.0,130.0,22.0,63.5587790946302,29.173439975429705,-2.4581032412965214,-0.9870828331332552,197.0,202.0,148.0,31.0,28.0,13.0,6.0,6.0,50.0,26.0
162.96,55.2,38.0,16.0,83.0,54.0,84.85704684939255,10.996363035113017,-4.401152460984399,0.0954621848739491,378.0,72.0,171.0,60.0,151.0,67.0,99.0,46.0,152.0,63.0
265.9,22.88,184.0,4.0,216.0,28.0,74.65795336064336,9.003643706855573,-4.078319327731095,0.3066506602641053,396.0,49.0,372.0,8.0,238.0,32.0,193.0,25.0,238.0,14.0
164.38,43.2,38.0,26.0,204.0,55.0,109.13659148058454,10.70513895285811,-4.906938775510207,0.3810804321728686,370.0,73.0,291.0,33.0,95.0,44.0,51.0,32.0,113.0,58.0
211.0,30.02,13.0,13.0,262.0,32.0,111.59569884184606,14.489292598329296,5.539783913565427,-0.1377671068427384,350.0,113.0,38.0,20.0,313.0,42.0,345.0,22.0,253.0,41.0
246.46,42.9,44.0,29.0,200.0,56.0,99.8096608550495,19.189841062395487,-4.9957743097238945,-0.4358703481392577,367.0,163.0,289.0,39.0,360.0,31.0,294.0,40.0,120.0,32.0
188.52,38.02,33.0,17.0,225.0,30.0,98.01106876266579,14.233046054868227,1.5631212484993993,-0.10252100840336177,364.0,92.0,167.0,42.0,338.0,59.0,269.0,25.0,33.0,17.0
156.54,25.86,11.0,11.0,32.0,19.0,136.1398119581484,15.665260929840905,-8.329171668667472,-0.2774069627851151,389.0,111.0,335.0,23.0,162.0,38.0,13.0,14.0,61.0,22.0
140.94,54.22,32.0,30.0,290.0,53.0,96.50542160935832,12.070277544447764,5.686770708283314,0.022136854741896687,352.0,92.0,61.0,48.0,84.0,55.0,109.0,75.0,253.0,38.0
251.24,40.32,62.0,5.0,372.0,25.0,95.20011764698613,22.345863151822975,-2.0824969987995248,-0.07817527010804458,386.0,152.0,364.0,29.0,211.0,32.0,80.0,30.0,156.0,39.0
255.0,23.48,146.0,8.0,169.0,23.0,66.69752619100652,9.77187801806797,-1.2757743097238916,-0.14972388955582286,386.0,80.0,219.0,20.0,197.0,27.0,242.0,19.0,334.0,19.0
266.2,23.54,169.0,7.0,302.0,35.0,39.91691370835175,18.093324735935074,0.0400480192076804,-0.5752220888355352,369.0,132.0,179.0,31.0,243.0,43.0,265.0,14.0,279.0,13.0
241.62,20.7,12.0,3.0,158.0,19.0,138.96386436768373,13.984634424967997,-7.349579831932776,0.03702280912364888,396.0,79.0,391.0,9.0,381.0,12.0,28.0,17.0,162.0,29.0
184.94,55.14,48.0,34.0,356.0,39.0,87.46162815772414,7.830734320611318,3.2936854741896764,0.139111644657863,356.0,71.0,93.0,43.0,272.0,51.0,192.0,64.0,129.0,60.0
170.58,45.08,23.0,19.0,60.0,42.0,119.32846936083611,17.456047662629704,1.6475870348139257,0.05695078031212415,374.0,130.0,52.0,42.0,365.0,29.0,254.0,39.0,66.0,48.0
193.82,66.76,58.0,47.0,194.0,73.0,73.99505118587324,9.70476171783728,4.39294117647059,0.10132052821128412,291.0,89.0,101.0,66.0,193.0,77.0,270.0,70.0,278.0,56.0
207.42,28.0,105.0,7.0,105.0,33.0,33.69990504437661,26.708051220558943,-0.3232172869147688,-0.17767106842737262,285.0,176.0,233.0,9.0,211.0,17.0,192.0,20.0,233.0,26.0
254.86,33.5,53.0,9.0,381.0,20.0,103.92343527809308,14.033174979312415,-0.8082112845138069,-0.07572629051620712,391.0,77.0,344.0,22.0,129.0,38.0,173.0,28.0,247.0,17.0
285.8,12.06,111.0,0.0,400.0,0.0,82.44003881609956,21.798541235596474,4.870684273709483,-0.8082112845138064,400.0,141.0,274.0,14.0,283.0,8.0,240.0,5.0,394.0,6.0
194.76,36.24,18.0,13.0,361.0,25.0,126.48613520856742,16.920472806632798,3.9797358943577454,-0.6875390156062438,387.0,97.0,321.0,49.0,140.0,36.0,28.0,17.0,374.0,26.0
248.9,32.92,15.0,8.0,273.0,32.0,116.56899244653361,17.56910925459797,-2.3558703481392564,0.1504921968787506,384.0,131.0,384.0,16.0,156.0,40.0,79.0,25.0,293.0,35.0
248.2,51.16,54.0,30.0,90.0,50.0,86.61801198365154,16.290316141806457,-1.9189435774309735,0.15731092436974708,368.0,120.0,368.0,32.0,344.0,41.0,229.0,62.0,187.0,69.0
250.64,56.86,144.0,32.0,153.0,73.0,57.76184207588951,16.12452790006579,-0.7388235294117649,-0.09781512605042145,341.0,153.0,270.0,56.0,214.0,57.0,296.0,47.0,334.0,41.0
155.32,46.84,62.0,23.0,156.0,60.0,98.93400628701943,10.477327903621228,-4.539255702280914,0.2124369747899153,375.0,67.0,217.0,57.0,119.0,48.0,87.0,44.0,138.0,39.0
161.22,59.64,34.0,32.0,63.0,51.0,97.04190641161168,16.777079602839105,-0.8424009603841539,0.12408163265306114,356.0,101.0,251.0,53.0,225.0,81.0,96.0,58.0,105.0,87.0
267.8,37.9,120.0,20.0,120.0,34.0,46.887098438696334,17.349639765712716,-1.7173589435774337,-0.2410084033613462,345.0,152.0,242.0,31.0,284.0,36.0,308.0,31.0,240.0,33.0
194.62,38.08,30.0,23.0,153.0,35.0,95.22938412065889,10.584592576004049,1.9985114045618246,-0.011716686674670088,360.0,93.0,97.0,41.0,345.0,35.0,222.0,51.0,225.0,35.0
143.72,50.14,27.0,24.0,191.0,67.0,78.70401260418684,15.206590676413962,3.4016806722689084,0.29190876350540196,251.0,89.0,27.0,24.0,251.0,61.0,203.0,47.0,81.0,49.0
236.46,41.32,133.0,20.0,293.0,38.0,50.23433487167915,18.44607275275689,-2.3522208883553426,-0.43975990396158576,307.0,154.0,268.0,20.0,263.0,37.0,200.0,27.0,146.0,36.0
148.72,34.28,27.0,14.0,184.0,68.0,61.26468477026548,11.6086864028623,2.550204081632653,0.053109243697478145,241.0,68.0,182.0,33.0,107.0,52.0,208.0,29.0,241.0,23.0
284.08,43.02,34.0,19.0,309.0,62.0,88.98603036432178,12.521166079882494,3.0201200480192094,0.021848739495797978,380.0,75.0,345.0,33.0,370.0,28.0,269.0,47.0,317.0,39.0
254.18,59.74,132.0,31.0,304.0,51.0,58.572584030414774,14.900751658892919,0.8970468187274878,-0.2475390156062429,354.0,90.0,222.0,90.0,254.0,52.0,138.0,65.0,316.0,51.0
198.94,41.3,17.0,16.0,211.0,63.0,95.5534217074407,19.969226324522438,-3.5260984393757533,-0.3784393757503014,340.0,144.0,246.0,39.0,192.0,35.0,264.0,48.0,17.0,16.0
145.78,59.62,40.0,36.0,232.0,67.0,41.49134367551863,10.49359804833404,0.5281632653061221,0.3106362545018003,232.0,81.0,164.0,53.0,120.0,47.0,151.0,61.0,115.0,66.0
126.26,13.24,1.0,1.0,192.0,10.0,102.05818144568323,13.864429306682624,5.288691476590637,-0.0007683073229298214,261.0,95.0,3.0,3.0,41.0,17.0,257.0,9.0,199.0,17.0
213.82,38.46,101.0,20.0,183.0,26.0,89.89653830932535,13.38986183647912,-5.006050420168071,0.10761104441776642,377.0,109.0,353.0,25.0,193.0,38.0,136.0,40.0,132.0,34.0
204.36,41.88,28.0,22.0,245.0,40.0,80.46334817791266,22.17172974758623,2.139735894357744,-0.26593037214886106,331.0,171.0,295.0,22.0,144.0,52.0,258.0,41.0,199.0,32.0
153.7,49.26,64.0,31.0,259.0,47.0,45.77783306361279,14.900751658892915,3.021320528211284,-0.01915966386554706,259.0,137.0,118.0,53.0,165.0,39.0,171.0,69.0,199.0,52.0
157.64,54.52,51.0,26.0,99.0,48.0,45.753146339896674,23.022806084402475,-0.32441776710684506,-0.4074909963985607,292.0,188.0,113.0,57.0,150.0,26.0,179.0,33.0,292.0,70.0
293.94,47.28,202.0,29.0,214.0,57.0,53.566187095965674,10.701476533637775,-3.3963505402160905,0.3231692677070824,357.0,75.0,337.0,37.0,326.0,60.0,295.0,47.0,210.0,53.0
226.38,52.88,130.0,37.0,330.0,41.0,62.49572465377132,22.408605489855898,1.4775030012004802,-0.5694117647058841,353.0,194.0,243.0,55.0,187.0,48.0,144.0,57.0,280.0,51.0
196.74,48.82,37.0,19.0,372.0,26.0,97.59975614723635,16.268607807676723,6.241488595438176,-0.2497478991596646,381.0,132.0,66.0,49.0,204.0,44.0,253.0,44.0,287.0,56.0
231.56,48.86,40.0,23.0,187.0,51.0,97.42610738400668,12.175401430753732,-5.393133253301329,0.00830732292917121,363.0,76.0,353.0,41.0,200.0,62.0,309.0,39.0,56.0,47.0
152.94,32.92,10.0,9.0,151.0,32.0,101.13049193986946,14.141909347750746,-5.250468187274912,-0.4376470588235301,385.0,73.0,171.0,36.0,215.0,59.0,18.0,18.0,74.0,22.0
185.02,72.82,121.0,54.0,214.0,66.0,37.4958611049273,18.304851815843794,1.1330132052821125,-0.3162064825930391,267.0,186.0,146.0,62.0,175.0,73.0,226.0,70.0,193.0,72.0
168.42,38.2,63.0,22.0,63.0,32.0,57.944142068029635,16.66733332000054,-0.7175510204081638,-0.5463625450180085,292.0,142.0,265.0,42.0,90.0,25.0,246.0,41.0,173.0,26.0
278.76,41.0,188.0,13.0,381.0,17.0,48.64958787081346,18.846750383023593,1.5932773109243674,-0.6232893157262916,383.0,151.0,205.0,49.0,306.0,33.0,259.0,61.0,221.0,31.0
145.74,47.16,30.0,25.0,244.0,50.0,71.04697319379622,10.116046658650799,4.5266266506602655,0.3690756302521006,252.0,73.0,53.0,36.0,141.0,45.0,169.0,49.0,188.0,50.0
253.36,44.92,58.0,21.0,336.0,37.0,115.13587798770632,23.2953557603227,6.675342136854745,-0.7672509003601451,373.0,182.0,133.0,52.0,317.0,48.0,330.0,43.0,360.0,34.0
135.94,27.94,9.0,8.0,193.0,34.0,62.41102787168306,11.245283455742683,1.8313085234093642,0.34002400960384105,248.0,81.0,86.0,22.0,247.0,26.0,131.0,27.0,170.0,28.0
265.9,52.88,47.0,27.0,216.0,45.0,82.37554248683281,20.653948774992163,2.251380552220887,-0.5112124849939993,370.0,164.0,303.0,57.0,339.0,45.0,332.0,29.0,360.0,36.0
138.68,45.86,27.0,22.0,42.0,29.0,86.47622563456389,19.764624964820356,-2.507755102040817,-0.4223289315726302,357.0,133.0,175.0,38.0,27.0,26.0,109.0,38.0,151.0,45.0
2.84,2.6,0.0,0.0,1.0,1.0,11.177405781307213,11.403508232118751,-0.19764705882353004,-0.2027370948379358,80.0,82.0,1.0,1.0,1.0,1.0,8.0,6.0,0.0,0.0
224.2,56.56,34.0,25.0,303.0,40.0,85.70040840042714,13.771216358768022,0.2520048019207661,-0.38376950780312286,363.0,87.0,187.0,54.0,63.0,44.0,363.0,35.0,200.0,67.0
177.52,13.76,2.0,2.0,125.0,10.0,129.56021611590498,13.005475769844024,-7.742136854741899,-0.24797118847539093,386.0,89.0,264.0,6.0,313.0,11.0,67.0,33.0,10.0,3.0
247.8,48.86,125.0,28.0,298.0,34.0,72.53357843095844,15.73913593562239,-2.092677070828331,-0.4721728691476601,369.0,129.0,200.0,67.0,361.0,37.0,232.0,61.0,164.0,36.0
215.42,65.68,156.0,38.0,156.0,68.0,42.6554052846764,18.704480746601867,-2.241296518607446,0.01719087635053924,308.0,181.0,299.0,49.0,173.0,58.0,210.0,65.0,179.0,59.0
208.84,25.4,90.0,10.0,225.0,31.0,53.11171622156453,18.079823007983233,2.460216086434573,-0.3954861944777922,303.0,142.0,231.0,21.0,177.0,16.0,176.0,18.0,303.0,16.0
172.6,64.34,60.0,37.0,191.0,72.0,77.97461125263786,17.26917485000369,-1.560336134453784,-0.0034093637454996844,331.0,152.0,94.0,60.0,192.0,68.0,202.0,86.0,66.0,41.0
265.52,50.9,34.0,29.0,341.0,45.0,108.1721294973895,15.588778014969613,4.7481392557022835,-0.19606242496998794,369.0,97.0,332.0,54.0,217.0,75.0,307.0,47.0,366.0,32.0
206.26,48.06,61.0,20.0,287.0,54.0,72.69135024196484,24.34864267264194,-1.3959663865546237,-0.2222809123649478,310.0,189.0,310.0,36.0,285.0,22.0,92.0,35.0,209.0,56.0
339.52,22.84,232.0,6.0,292.0,39.0,48.77222160205541,22.712428315792213,1.9365186074429739,-0.6483553421368561,394.0,163.0,275.0,16.0,381.0,15.0,386.0,14.0,384.0,12.0
236.96,51.76,157.0,27.0,304.0,51.0,56.48715252161328,18.56400818788873,2.506506602641055,-0.6142617046818742,349.0,159.0,180.0,57.0,179.0,48.0,201.0,44.0,319.0,41.0
120.62,22.94,4.0,4.0,63.0,22.0,108.57861483736103,15.976745601029014,-6.3401200480192115,-0.6829771908763519,382.0,109.0,67.0,35.0,139.0,23.0,69.0,20.0,4.0,4.0
104.48,30.54,21.0,14.0,39.0,14.0,48.623961171422465,9.379147082757576,-0.10007202881152531,-0.11923169267707144,196.0,77.0,196.0,28.0,42.0,25.0,100.0,35.0,157.0,40.0
227.32,45.18,97.0,22.0,179.0,42.0,77.87873650747038,18.901523748100306,-0.18938775510204414,-0.47495798319327814,368.0,158.0,153.0,45.0,128.0,37.0,278.0,31.0,263.0,52.0
202.46,42.34,27.0,22.0,299.0,47.0,109.44116410199594,17.291165374259766,3.0844177671068436,-0.11971188475390226,376.0,139.0,191.0,52.0,252.0,61.0,90.0,40.0,266.0,42.0
183.3,54.84,70.0,36.0,227.0,58.0,51.79391856193158,19.79733315373563,3.192460984393758,-0.30828331332533115,249.0,181.0,141.0,45.0,215.0,46.0,202.0,60.0,227.0,50.0
149.52,58.58,24.0,24.0,297.0,69.0,84.60478473467087,21.418767471542335,-0.9197599039615862,-0.32974789915966507,313.0,181.0,227.0,63.0,48.0,38.0,179.0,51.0,45.0,41.0
201.98,59.92,79.0,45.0,79.0,56.0,71.7296284669034,12.91176207959239,-4.574837935174077,-0.2348139255702292,304.0,134.0,264.0,54.0,213.0,53.0,232.0,63.0,103.0,60.0
202.24,37.82,34.0,21.0,200.0,33.0,104.66700721812964,13.137259988292843,5.897719087635054,-0.1975990396158472,366.0,112.0,122.0,45.0,114.0,36.0,349.0,29.0,312.0,41.0
374.22,8.66,260.0,0.0,314.0,11.0,37.74349745320378,10.551985595138008,-0.707178871548625,0.04124849939975947,400.0,58.0,397.0,3.0,398.0,2.0,318.0,12.0,400.0,0.0
343.24,17.34,139.0,3.0,395.0,5.0,61.69718307994295,26.98415090381759,1.8405762304921982,-0.890996398559425,397.0,178.0,395.0,5.0,338.0,11.0,367.0,13.0,343.0,17.0
194.08,60.02,36.0,30.0,220.0,55.0,92.19128809166298,14.648535763003753,1.433565426170468,0.08417767106842662,370.0,107.0,185.0,79.0,313.0,61.0,222.0,64.0,185.0,74.0
63.32,15.06,0.0,0.0,167.0,22.0,57.38621437244314,25.373537396271733,1.7390636254501795,-0.43923169267707196,183.0,167.0,0.0,0.0,4.0,4.0,53.0,5.0,99.0,8.0
95.66,34.2,19.0,15.0,250.0,54.0,70.57240537207159,9.280086206496145,4.505210084033615,0.3590876350540211,254.0,54.0,27.0,20.0,70.0,38.0,74.0,33.0,167.0,34.0
212.96,37.16,102.0,10.0,359.0,20.0,90.24233153016382,21.135146084188776,4.280048019207684,-0.7507322929171679,379.0,158.0,126.0,38.0,188.0,28.0,115.0,30.0,367.0,27.0
279.74,43.02,119.0,18.0,225.0,56.0,77.31592591439359,13.414156701037903,-2.485330132052824,0.3473229291716687,369.0,74.0,247.0,49.0,366.0,28.0,174.0,38.0,348.0,33.0
176.46,34.44,14.0,14.0,373.0,21.0,84.48768194239915,10.101801819477553,3.066746698679472,0.23097238895558186,377.0,65.0,170.0,35.0,185.0,31.0,272.0,44.0,77.0,34.0
202.34,40.44,60.0,27.0,60.0,35.0,71.02270341235963,13.421117688180813,-2.1382472989195715,-0.3452581032412976,324.0,122.0,112.0,48.0,310.0,33.0,222.0,34.0,208.0,46.0
218.46,52.64,67.0,26.0,115.0,56.0,96.06960185199063,17.37096427950964,2.008307322929172,-0.22328931572629135,368.0,154.0,232.0,40.0,127.0,52.0,355.0,43.0,303.0,51.0
134.88,32.62,12.0,12.0,182.0,41.0,120.66277636454417,13.850472916113729,5.718895558223291,-0.06602641056422617,381.0,88.0,35.0,31.0,12.0,12.0,59.0,23.0,381.0,18.0
160.28,30.74,21.0,10.0,102.0,22.0,94.97305723203817,24.0248288235317,-2.6947418967587047,-1.0306362545018026,321.0,176.0,159.0,34.0,311.0,18.0,206.0,23.0,36.0,24.0
