random-seed,%_workers,%_shirkers,window
8945.39647974476,26.0,26.0,9.0
76992.43732930059,41.0,47.0,9.0
95455.19398599838,35.0,4.0,3.0
72461.3455951561,17.0,27.0,7.0
50214.490666978316,9.0,44.0,5.0
87735.12786699328,13.0,41.0,9.0
73642.87774988699,12.0,19.0,7.0
15513.520140308778,37.0,14.0,4.0
3939.3502966912333,5.0,4.0,8.0
77469.4538949845,46.0,10.0,3.0
64607.52309172623,43.0,40.0,3.0
54841.149469611904,19.0,9.0,5.0
14677.541226686093,38.0,46.0,5.0
79757.3345211204,2.0,43.0,6.0
21202.257826308938,16.0,38.0,7.0
20618.99236902267,37.0,33.0,4.0
32022.017020821404,26.0,36.0,5.0
48378.70848230615,19.0,38.0,5.0
12542.339854821877,5.0,6.0,6.0
16264.114261532539,29.0,27.0,3.0
54656.42716328687,25.0,4.0,5.0
31845.22011683812,31.0,37.0,3.0
14769.811330610431,6.0,43.0,8.0
94989.16824849736,37.0,15.0,2.0
36171.4575434245,10.0,2.0,6.0
72528.64720041792,25.0,16.0,5.0
35527.31139616696,29.0,4.0,8.0
15957.752706192163,43.0,7.0,3.0
75599.7204785746,15.0,15.0,6.0
55862.77450261496,26.0,22.0,4.0
1356.1978339398513,3.0,29.0,9.0
26339.881082298667,28.0,20.0,5.0
48678.28858553498,25.0,42.0,8.0
74346.60964354897,10.0,24.0,3.0
62302.49662470426,36.0,43.0,7.0
15498.526309451468,22.0,44.0,8.0
59284.80548339025,39.0,48.0,8.0
83508.97362085604,47.0,13.0,4.0
2226.0023611906954,39.0,35.0,9.0
32386.897618552244,6.0,18.0,6.0
45109.94819123185,45.0,10.0,8.0
61645.678735004425,7.0,39.0,7.0
23020.98708911117,11.0,45.0,4.0
17976.786395390252,24.0,26.0,9.0
61071.73185890432,17.0,39.0,7.0
87954.68445498575,3.0,14.0,2.0
55409.48542342638,24.0,4.0,9.0
88746.92571404976,19.0,18.0,9.0
65193.198523347004,28.0,7.0,8.0
42709.831948892104,21.0,33.0,5.0
9566.283796974232,24.0,4.0,7.0
99361.09085751027,21.0,41.0,7.0
67096.588267626,23.0,47.0,6.0
37194.5961643473,34.0,45.0,5.0
51810.04118154037,34.0,29.0,2.0
42120.11659096279,30.0,12.0,9.0
91652.31035341042,6.0,28.0,4.0
66464.36156707021,35.0,27.0,9.0
6342.019521238444,24.0,26.0,6.0
6978.559891632607,22.0,31.0,6.0
71073.4299067872,48.0,27.0,10.0
28586.82121300392,39.0,43.0,10.0
17900.595378935213,10.0,18.0,5.0
3591.877782093245,8.0,12.0,7.0
72690.20073872014,11.0,21.0,5.0
56425.07764036518,45.0,31.0,9.0
28427.071788132376,24.0,8.0,8.0
31884.903501132827,13.0,33.0,8.0
10319.779346894042,5.0,12.0,8.0
63964.98468902107,42.0,5.0,9.0
12694.582681189282,46.0,6.0,6.0
75336.83429904163,44.0,8.0,6.0
98419.56924668774,27.0,12.0,8.0
77373.77180581128,39.0,48.0,10.0
24092.0294120599,28.0,16.0,9.0
15946.389201153208,28.0,17.0,7.0
484.8156961465318,30.0,22.0,2.0
13976.763890335897,9.0,24.0,4.0
65562.13284784861,30.0,45.0,3.0
92945.3173233353,25.0,13.0,7.0
60078.05603682706,15.0,40.0,5.0
36927.85468616794,11.0,15.0,6.0
74050.90015799782,43.0,4.0,2.0
61978.80402834538,16.0,3.0,6.0
15599.406920081154,38.0,18.0,3.0
49328.91452336297,46.0,11.0,4.0
65457.690555531,35.0,29.0,10.0
30400.118319719375,27.0,44.0,5.0
13194.797062168822,43.0,23.0,2.0
33218.96887649704,44.0,29.0,3.0
11630.23516103363,17.0,36.0,6.0
6396.375683685476,13.0,23.0,6.0
6868.941870051687,29.0,22.0,6.0
98956.30674593794,39.0,9.0,6.0
89892.42517725001,21.0,15.0,2.0
65090.442946981035,32.0,3.0,2.0
43102.83412726086,26.0,44.0,8.0
84721.51844675606,26.0,30.0,4.0
88624.89009112032,28.0,46.0,4.0
30700.922177026212,10.0,11.0,8.0
93689.05704302681,24.0,46.0,7.0
73964.1376582539,27.0,45.0,8.0
51287.46834995689,16.0,7.0,8.0
70512.00721716296,10.0,46.0,8.0
21382.01475243119,11.0,20.0,4.0
9794.804500624297,33.0,40.0,9.0
22060.313387245496,11.0,26.0,10.0
30623.129054941233,45.0,46.0,8.0
86950.2693523664,26.0,27.0,10.0
15129.380323065761,23.0,12.0,3.0
5403.560472036286,5.0,21.0,9.0
90.72426788588166,33.0,12.0,7.0
41473.99601100336,34.0,11.0,7.0
9148.61687818446,23.0,13.0,5.0
97869.77798085332,19.0,41.0,10.0
20724.225251113367,39.0,20.0,4.0
12955.830203362986,30.0,26.0,8.0
51043.67883079092,13.0,6.0,9.0
41615.423972670425,43.0,43.0,8.0
69930.92078757177,29.0,14.0,3.0
91414.9541056228,19.0,5.0,4.0
36990.79826766434,27.0,20.0,3.0
20555.946293970497,23.0,44.0,7.0
34583.45800556356,19.0,22.0,9.0
81652.97627290651,16.0,19.0,9.0
40551.325754119054,17.0,25.0,8.0
58029.73852550452,18.0,47.0,4.0
79905.0031404692,36.0,37.0,2.0
99939.6693472065,27.0,12.0,2.0
63597.78583570389,32.0,37.0,9.0
98814.8330857746,43.0,9.0,7.0
21.73651317863873,16.0,19.0,3.0
75560.11594071369,9.0,26.0,5.0
32354.781108452553,8.0,36.0,8.0
61427.45825702971,44.0,38.0,3.0
93053.45275974949,44.0,9.0,4.0
74440.14864612342,38.0,31.0,3.0
17036.214443086137,24.0,32.0,3.0
3640.38039661637,46.0,22.0,3.0
36353.14954821495,47.0,33.0,3.0
43043.24735880266,18.0,9.0,3.0
70226.13936043525,38.0,48.0,6.0
22625.48971597798,32.0,14.0,3.0
92487.42581606153,31.0,14.0,3.0
80496.6756495136,32.0,6.0,4.0
53905.12290305062,3.0,22.0,9.0
5098.918438641518,33.0,32.0,9.0
46944.092433363374,39.0,5.0,2.0
2083.4641630728156,10.0,35.0,5.0
25217.74615958672,25.0,45.0,10.0
46537.90838822438,7.0,42.0,7.0
32371.647781871292,22.0,35.0,8.0
84961.92071914928,22.0,16.0,4.0
52671.40340822955,32.0,12.0,3.0
26380.28791201336,43.0,40.0,6.0
96409.57218980385,39.0,26.0,8.0
8065.754508290603,26.0,35.0,5.0
30914.87766654513,27.0,24.0,10.0
64904.23768548035,17.0,43.0,3.0
34784.44985627172,37.0,43.0,7.0
54498.182797264955,11.0,26.0,7.0
59182.82428943477,22.0,16.0,4.0
61091.958437222194,4.0,18.0,6.0
89198.90130897689,13.0,33.0,2.0
18848.59590303855,5.0,27.0,7.0
67708.58413371755,36.0,47.0,4.0
79035.32559697956,33.0,28.0,3.0
8039.27879903597,13.0,10.0,2.0
91746.24046591706,34.0,28.0,4.0
20470.416642426444,47.0,18.0,9.0
10941.18186055053,26.0,36.0,3.0
38723.723075855785,31.0,11.0,9.0
44508.44460836149,30.0,26.0,8.0
57591.79745530051,36.0,8.0,7.0
87915.85789263906,35.0,13.0,9.0
89377.19306479878,22.0,35.0,6.0
36648.20102150677,6.0,12.0,5.0
91918.6522958705,45.0,29.0,7.0
96875.70623749141,11.0,37.0,5.0
43540.016087212745,13.0,8.0,7.0
22969.66314638203,47.0,26.0,5.0
28244.26779321773,39.0,31.0,7.0
69202.31103090856,38.0,6.0,2.0
13864.78826543558,6.0,6.0,4.0
48649.768147420924,5.0,38.0,9.0
4275.661915563137,5.0,42.0,7.0
89005.56507666805,24.0,9.0,4.0
6821.539743524211,29.0,15.0,6.0
7272.3129501164,29.0,12.0,8.0
56160.87411520532,22.0,38.0,7.0
32604.76251620891,15.0,12.0,3.0
50273.00177985925,13.0,45.0,7.0
46991.459867417165,45.0,2.0,10.0
8044.234840023634,14.0,26.0,9.0
59044.47587734002,37.0,30.0,10.0
51872.25026966613,13.0,21.0,10.0
69026.0237160212,44.0,22.0,9.0
24788.86663154093,20.0,24.0,6.0
7133.343881217238,4.0,31.0,4.0
75490.47881083655,10.0,13.0,6.0
47859.81668732378,28.0,34.0,7.0
27305.12851671289,44.0,6.0,8.0
45624.36009034746,37.0,17.0,2.0
17222.28023791694,3.0,29.0,5.0
82671.66821233138,11.0,16.0,8.0
86692.50520732971,32.0,11.0,5.0
42622.70527663474,42.0,9.0,3.0
42114.33756293016,40.0,29.0,9.0
42053.15319671188,14.0,43.0,3.0
1199.3236742306703,24.0,14.0,6.0
27395.134716817738,33.0,21.0,10.0
95771.18581150085,28.0,16.0,8.0
67319.01270241724,38.0,21.0,7.0
7848.74341879447,10.0,8.0,5.0
59155.36411111302,29.0,7.0,3.0
1455.7032360412072,35.0,38.0,2.0
34718.41377784226,12.0,12.0,6.0
15508.309704277539,33.0,18.0,3.0
39445.21885334714,46.0,21.0,9.0
66258.93066990943,16.0,29.0,4.0
37192.68406037427,36.0,48.0,6.0
75862.38452046554,43.0,11.0,2.0
91367.83274322702,37.0,13.0,9.0
11052.867428315634,26.0,41.0,5.0
69005.80486431648,40.0,33.0,2.0
61113.50116000034,34.0,31.0,3.0
70372.35347290432,33.0,38.0,10.0
67382.62591244465,43.0,7.0,4.0
8626.34963689384,34.0,46.0,5.0
42591.39235035047,10.0,34.0,6.0
96362.29377896668,10.0,38.0,2.0
53756.62671260482,23.0,47.0,6.0
97923.21123816408,37.0,40.0,5.0
70450.52952009566,22.0,25.0,5.0
33482.70412120481,20.0,34.0,3.0
65276.75588747986,4.0,34.0,6.0
14947.649339415231,21.0,31.0,3.0
22539.08314994865,43.0,40.0,2.0
28243.884698595964,41.0,32.0,2.0
45239.817308923186,44.0,46.0,6.0
37620.92812683269,8.0,9.0,3.0
62584.69584475713,22.0,12.0,3.0
17721.64775420133,9.0,6.0,4.0
67266.51131213027,11.0,48.0,3.0
39248.6529280259,46.0,36.0,9.0
74820.8352821121,45.0,5.0,4.0
15032.301853547944,24.0,29.0,6.0
29371.3004779132,7.0,3.0,8.0
80818.28484673942,19.0,28.0,6.0
58179.51497156805,8.0,41.0,8.0
57131.525651439166,21.0,3.0,3.0
79443.56597500209,20.0,3.0,10.0
78911.09892841271,14.0,39.0,6.0
53425.65799196654,28.0,34.0,2.0
62549.557775195826,11.0,19.0,8.0
28714.92163994689,10.0,20.0,6.0
17283.878642928477,46.0,6.0,9.0
26313.019199946128,38.0,5.0,5.0
31854.65794011228,41.0,40.0,3.0
14559.451876235544,36.0,17.0,5.0
92858.4460992894,34.0,25.0,4.0
83261.30559528126,45.0,9.0,6.0
76509.10679442868,38.0,4.0,3.0
27903.51012942136,17.0,3.0,3.0
75046.77198388547,7.0,41.0,3.0
98415.04523149805,4.0,34.0,8.0
82041.49441588132,45.0,17.0,9.0
28621.570109220804,43.0,24.0,9.0
94452.10450733565,37.0,15.0,3.0
13092.272966056818,43.0,41.0,4.0
11419.217278405382,17.0,26.0,10.0
9843.126485002213,48.0,31.0,4.0
44540.712357901764,10.0,35.0,7.0
77644.36969585817,13.0,35.0,8.0
84348.80077340959,6.0,36.0,8.0
16719.192374064012,23.0,15.0,10.0
81144.67627714314,26.0,32.0,3.0
95894.09099060885,32.0,8.0,7.0
1632.0715780525259,4.0,40.0,3.0
3993.210150480533,40.0,4.0,3.0
15399.416241339204,26.0,29.0,8.0
19445.242183149207,23.0,19.0,7.0
58606.996657574455,12.0,40.0,6.0
51877.791218109574,40.0,41.0,2.0
17775.570663711216,45.0,27.0,5.0
84830.7085419119,14.0,24.0,3.0
99230.90980438908,9.0,44.0,4.0
29518.709999681876,18.0,11.0,6.0
68702.67034366594,45.0,16.0,5.0
51819.633202527075,3.0,27.0,5.0
21750.82448520538,48.0,41.0,3.0
40621.33313266966,9.0,29.0,5.0
51212.03441008748,9.0,12.0,4.0
28362.35658241987,23.0,13.0,4.0
20048.79898214916,33.0,31.0,8.0
80695.8847086833,37.0,32.0,3.0
61691.5289067166,3.0,10.0,2.0
35640.62191602294,11.0,30.0,8.0
96907.86433724662,14.0,41.0,3.0
97562.67368665105,12.0,16.0,4.0
58962.63365914034,30.0,42.0,9.0
39342.450974163614,22.0,9.0,10.0
34188.24464593007,4.0,27.0,5.0
28450.60892555498,13.0,43.0,3.0
61962.823420773486,10.0,44.0,5.0
74116.7008700399,20.0,37.0,6.0
5554.690688086339,41.0,20.0,4.0
83552.74272178332,36.0,14.0,8.0
86881.93656499009,33.0,45.0,4.0
19978.272843274135,40.0,5.0,3.0
67935.23570057699,40.0,27.0,6.0
35322.56333275277,12.0,42.0,2.0
55981.041631734144,33.0,33.0,9.0
81426.95982762845,29.0,14.0,6.0
42203.909014002915,47.0,3.0,4.0
29312.833923252227,13.0,4.0,3.0
25898.820223879073,6.0,32.0,10.0
21706.702863322807,14.0,46.0,6.0
73389.12161734051,10.0,37.0,3.0
73621.5800220415,8.0,10.0,3.0
6029.756067254877,14.0,24.0,10.0
83752.14074530223,39.0,45.0,3.0
70372.54533155542,25.0,24.0,4.0
18238.810714165797,29.0,34.0,7.0
89930.75593126101,45.0,18.0,3.0
60371.08675282299,5.0,46.0,5.0
10845.778314650279,23.0,2.0,6.0
8051.387302044527,12.0,2.0,10.0
88291.78319896324,45.0,34.0,7.0
23957.32368978806,18.0,24.0,10.0
86868.93474121293,47.0,2.0,8.0
54882.10666730538,19.0,39.0,7.0
2789.170187823595,25.0,2.0,5.0
10568.467851249017,8.0,34.0,3.0
5294.70574804662,24.0,35.0,3.0
67645.52149766189,22.0,23.0,8.0
86158.28663071338,7.0,35.0,5.0
2118.7873465850703,43.0,30.0,6.0
26781.405622187165,8.0,13.0,9.0
21367.921100303003,47.0,29.0,10.0
14668.797044857809,9.0,28.0,8.0
96135.99617499449,37.0,14.0,5.0
43249.18563649345,45.0,27.0,6.0
19124.729188790687,41.0,20.0,8.0
80444.70308266247,2.0,29.0,10.0
47234.46377831338,9.0,10.0,6.0
26018.160225069114,26.0,39.0,2.0
39890.304446121794,31.0,3.0,8.0
48839.968422548816,25.0,14.0,9.0
963.4859150177741,19.0,19.0,9.0
49967.408448685106,29.0,16.0,4.0
20105.223079077055,6.0,42.0,3.0
54739.308408500256,32.0,9.0,2.0
57138.97465149587,26.0,28.0,9.0
70937.59192441226,41.0,38.0,6.0
34741.76129930648,19.0,47.0,3.0
12715.342397378548,14.0,9.0,3.0
16347.794988016969,42.0,41.0,7.0
31773.00153723097,18.0,35.0,7.0
30619.71168282966,17.0,33.0,9.0
6942.596690418277,28.0,31.0,5.0
51180.1657894832,11.0,10.0,6.0
38409.60746787222,8.0,27.0,9.0
84105.31363855695,27.0,17.0,10.0
2038.3199877271127,25.0,27.0,5.0
19978.283912824758,31.0,42.0,2.0
53537.79235446609,20.0,15.0,10.0
29812.407160119867,46.0,18.0,8.0
31380.4749815455,26.0,21.0,4.0
48036.60828376906,32.0,11.0,5.0
67997.50982711418,33.0,27.0,4.0
17629.6150291015,3.0,27.0,3.0
66568.30074447,35.0,44.0,4.0
63316.489403026244,6.0,32.0,4.0
90788.9707067501,27.0,28.0,7.0
34468.57075374799,39.0,18.0,3.0
8810.908152497737,36.0,45.0,5.0
29368.418624944265,10.0,41.0,5.0
27351.43500836039,5.0,9.0,9.0
56488.662797221106,28.0,40.0,6.0
29323.945638441164,40.0,34.0,7.0
87532.66717207865,26.0,7.0,9.0
43446.72929905302,17.0,18.0,3.0
80330.0730483829,41.0,18.0,6.0
9343.167350596137,25.0,35.0,4.0
49567.70518506248,35.0,5.0,9.0
8592.695899691116,22.0,34.0,7.0
51390.62144095045,23.0,15.0,3.0
30146.535014584642,22.0,33.0,5.0
68736.92106438502,16.0,29.0,3.0
52222.65484182234,24.0,3.0,2.0
31980.765535272247,14.0,17.0,9.0
4283.240844405575,13.0,40.0,4.0
93107.0840554673,43.0,40.0,7.0
7891.792095915464,20.0,4.0,7.0
18862.409200516016,25.0,39.0,6.0
77649.86751502186,36.0,23.0,2.0
15523.53638337436,39.0,27.0,4.0
45924.78192125847,29.0,39.0,2.0
91232.98996561166,9.0,3.0,9.0
22919.19785986889,14.0,34.0,3.0
56445.99266747531,43.0,10.0,6.0
2069.1689562659726,18.0,37.0,9.0
92053.67979494361,35.0,32.0,5.0
90131.51764090509,16.0,12.0,2.0
78626.06786985025,25.0,3.0,3.0
63920.421683047556,22.0,14.0,10.0
97966.99596087413,4.0,41.0,8.0
35830.91998575708,28.0,31.0,7.0
65821.48602202676,38.0,16.0,3.0
55933.501721862885,35.0,5.0,3.0
45594.3476545654,37.0,21.0,2.0
35484.988261975566,7.0,12.0,5.0
51088.77997671048,44.0,5.0,6.0
41521.04950923266,9.0,7.0,7.0
2231.748201530965,27.0,34.0,10.0
33351.257522767504,31.0,42.0,3.0
73380.32146024841,17.0,25.0,7.0
23214.07937947294,28.0,4.0,2.0
77260.10958231488,16.0,30.0,3.0
5198.831449496258,21.0,31.0,6.0
42436.6380680472,37.0,42.0,6.0
66663.9790876157,23.0,39.0,10.0
46684.56116975925,15.0,32.0,3.0
73473.23443175996,18.0,4.0,4.0
32015.274450244775,22.0,44.0,7.0
42043.568060512676,25.0,31.0,8.0
81587.80863567156,10.0,28.0,2.0
24211.741891046207,9.0,13.0,6.0
23354.037541483907,27.0,13.0,9.0
91977.3668848681,29.0,25.0,6.0
48462.442569263876,36.0,15.0,5.0
74450.55740328123,42.0,36.0,10.0
71876.66366798533,39.0,47.0,10.0
85612.44504480326,47.0,23.0,9.0
92265.99537975228,8.0,37.0,10.0
12985.160036589214,23.0,24.0,3.0
63184.91986046629,20.0,36.0,5.0
33566.09982349106,47.0,7.0,6.0
65043.97247852498,37.0,19.0,10.0
55682.48625657525,8.0,29.0,3.0
84923.03427226903,34.0,11.0,5.0
87032.99365213195,24.0,7.0,4.0
65567.2900279986,27.0,31.0,9.0
58542.75564628828,10.0,26.0,4.0
68666.25494097378,24.0,44.0,7.0
78573.91182600585,27.0,12.0,6.0
70469.01776317581,38.0,12.0,10.0
54193.34412265359,11.0,28.0,7.0
47843.798219831486,33.0,22.0,10.0
7799.171163647275,43.0,30.0,7.0
87903.95154243338,35.0,24.0,8.0
60095.11154995724,46.0,41.0,2.0
28569.853924221068,38.0,33.0,4.0
89382.43600057188,24.0,33.0,3.0
80245.48709500073,32.0,8.0,7.0
91906.95869631937,12.0,32.0,5.0
62689.35637527939,39.0,34.0,7.0
25671.45742974182,46.0,25.0,6.0
64744.0589907147,46.0,22.0,8.0
30483.809905308353,7.0,20.0,5.0
93513.68811043326,14.0,7.0,8.0
73693.45071109562,38.0,33.0,5.0
91095.80432599588,10.0,48.0,8.0
58640.00139365447,46.0,46.0,5.0
99123.68060367585,42.0,38.0,7.0
5790.210773091644,2.0,11.0,4.0
76868.94744148309,23.0,39.0,7.0
4558.2803987610005,28.0,12.0,4.0
22914.70349776871,3.0,9.0,8.0
57223.760769083165,3.0,35.0,7.0
92180.70170064011,38.0,30.0,2.0
54532.789337815164,5.0,25.0,7.0
54127.12256426991,39.0,45.0,5.0
82867.03569821575,29.0,18.0,3.0
22683.336004820834,14.0,37.0,8.0
93763.73864360728,17.0,4.0,5.0
61760.724471820206,44.0,40.0,6.0
89979.59439072045,9.0,46.0,2.0
54838.87264840723,27.0,35.0,8.0
20185.282770865593,44.0,12.0,4.0
15674.588610802803,27.0,46.0,5.0
42565.123143991375,28.0,27.0,4.0
41240.01567592951,32.0,30.0,7.0
30085.469532253894,22.0,21.0,5.0
73747.31079075024,27.0,24.0,2.0
83446.04592075369,32.0,42.0,3.0
38309.29816088666,16.0,2.0,7.0
75880.8183606931,34.0,28.0,5.0
77041.72826797025,11.0,44.0,6.0
35964.30283947155,13.0,35.0,10.0
48876.18388229155,35.0,25.0,9.0
63423.15669127097,41.0,10.0,4.0
94402.79903620265,26.0,40.0,5.0
1219.8703535033685,21.0,42.0,10.0
64378.86088313857,43.0,30.0,3.0
13934.357314231982,23.0,39.0,5.0
63173.511051623274,47.0,31.0,8.0
32579.656279493385,15.0,29.0,8.0
51970.57747433453,18.0,23.0,5.0
1870.2725793765856,45.0,37.0,3.0
37757.74514310835,42.0,9.0,3.0
8784.799522424402,34.0,42.0,8.0
81333.83790963962,19.0,35.0,3.0
84742.37612718398,10.0,16.0,7.0
6889.942903635714,9.0,31.0,3.0
57177.81406951995,39.0,38.0,5.0
43253.592570416055,21.0,34.0,5.0
47034.45634073896,39.0,31.0,9.0
3818.0252544981317,25.0,24.0,9.0
69653.11785851113,18.0,43.0,9.0
7056.4275842042425,44.0,34.0,3.0
93363.27521228028,43.0,27.0,4.0
12561.480984642905,12.0,19.0,10.0
10486.541663664586,15.0,23.0,9.0
40271.46194383565,31.0,44.0,3.0
77039.98933020716,8.0,36.0,3.0
52461.24685483497,16.0,18.0,3.0
91447.12526672798,26.0,3.0,8.0
10671.504432313983,39.0,2.0,3.0
45005.46195899437,36.0,12.0,5.0
76234.39791456924,21.0,17.0,6.0
95073.48807332199,15.0,13.0,3.0
64129.228717538965,13.0,32.0,9.0
59591.724670076495,19.0,32.0,2.0
85900.73675456598,30.0,17.0,5.0
38347.59802817554,34.0,47.0,8.0
18149.31996701309,27.0,16.0,4.0
24136.69555826778,15.0,36.0,10.0
54904.38570011489,38.0,6.0,3.0
46258.92200676094,19.0,25.0,5.0
42374.668925219696,29.0,48.0,6.0
58037.682446555984,5.0,6.0,6.0
1020.5909598008748,38.0,45.0,4.0
65072.82346908133,17.0,48.0,6.0
25235.91478624901,16.0,41.0,9.0
82875.0762919159,10.0,7.0,8.0
39928.51001144001,47.0,30.0,6.0
63354.52749121612,40.0,37.0,8.0
46560.89303945193,22.0,41.0,3.0
38770.09171317222,5.0,11.0,2.0
69099.72402221953,46.0,5.0,2.0
34492.76476798346,29.0,38.0,6.0
56787.13244681841,15.0,4.0,4.0
50958.57170892872,5.0,42.0,8.0
36406.38792836906,14.0,41.0,2.0
1021.2820808296733,28.0,40.0,9.0
67196.1063981945,33.0,8.0,10.0
22948.087591073014,25.0,8.0,4.0
47396.546132852076,29.0,9.0,8.0
63141.040723164,28.0,18.0,2.0
79618.90881834035,16.0,3.0,2.0
57594.74774242594,19.0,10.0,7.0
18849.67719520098,5.0,15.0,9.0
46454.774544734835,25.0,15.0,8.0
8987.392567001696,30.0,10.0,10.0
10409.436024681774,41.0,23.0,6.0
71716.43237111029,32.0,45.0,5.0
72320.5912925561,40.0,37.0,4.0
32960.79255692782,21.0,12.0,2.0
56745.832287956684,36.0,37.0,3.0
38238.74523292718,21.0,3.0,7.0
71017.17358515608,36.0,14.0,9.0
35048.7373285345,42.0,19.0,10.0
12318.894667777118,36.0,23.0,3.0
61692.89083821518,30.0,19.0,8.0
46613.859005526465,37.0,34.0,9.0
96967.72241349587,27.0,14.0,3.0
57386.365000287115,42.0,30.0,8.0
49112.11363622246,4.0,22.0,8.0
9046.351259204113,46.0,5.0,10.0
97592.4713263532,9.0,22.0,3.0
20744.828543180098,11.0,17.0,4.0
74039.39646669303,31.0,30.0,10.0
22990.568879942635,8.0,12.0,9.0
8421.390487575987,30.0,26.0,8.0
73078.56423356304,41.0,33.0,7.0
52455.792838559595,28.0,2.0,7.0
39762.89758241667,26.0,3.0,7.0
92786.3686432428,14.0,31.0,4.0
899.0301683486277,47.0,15.0,2.0
70588.58977541329,29.0,21.0,6.0
91558.892241818,24.0,12.0,7.0
63211.83455558135,35.0,42.0,8.0
28028.578895172064,12.0,27.0,10.0
14781.916019188082,37.0,24.0,10.0
84138.97748026883,18.0,10.0,5.0
49305.93303388041,6.0,7.0,4.0
17556.051417932464,32.0,6.0,6.0
83511.0796592335,22.0,38.0,7.0
398.6842357838986,37.0,7.0,9.0
3908.662880930237,6.0,35.0,3.0
45307.76644555312,8.0,25.0,8.0
59892.50248631132,4.0,30.0,9.0
84949.81505143008,28.0,11.0,5.0
49934.98469980171,22.0,41.0,4.0
7348.5587242780675,3.0,27.0,5.0
74368.1246879443,15.0,43.0,2.0
42784.861940125644,20.0,37.0,2.0
97778.5506330068,6.0,10.0,4.0
35162.19623015836,45.0,30.0,4.0
61692.7121526317,20.0,37.0,4.0
83871.88328566475,19.0,23.0,9.0
47593.78785204286,7.0,5.0,9.0
41779.32832951333,30.0,36.0,9.0
67112.30884471931,15.0,9.0,2.0
88981.55302868379,33.0,30.0,5.0
13689.388303928641,19.0,46.0,7.0
99926.7817636275,11.0,38.0,7.0
69413.86144447426,3.0,21.0,10.0
99688.8672750428,45.0,33.0,6.0
14505.762688939223,30.0,33.0,7.0
70854.76748910721,42.0,42.0,3.0
9862.68507112844,32.0,22.0,3.0
17253.138932251233,22.0,41.0,3.0
16815.244360846893,18.0,13.0,6.0
677.7797647607684,17.0,36.0,10.0
66380.50200710961,26.0,32.0,4.0
27651.258116418394,47.0,41.0,9.0
87516.93258925679,17.0,27.0,6.0
78020.86213773183,36.0,43.0,5.0
36285.1975717879,21.0,5.0,10.0
84382.2155096182,4.0,26.0,7.0
66683.99602890287,33.0,35.0,3.0
72231.94688597681,35.0,47.0,7.0
58607.137744464715,34.0,33.0,8.0
58938.1920013109,35.0,44.0,9.0
95352.90632777508,27.0,26.0,7.0
66956.96829565747,7.0,3.0,6.0
16962.7398195082,12.0,44.0,6.0
51519.7920018518,32.0,14.0,7.0
68991.7959138183,5.0,28.0,9.0
96513.32677448628,17.0,22.0,9.0
52818.782593193726,24.0,29.0,3.0
1700.567859321004,46.0,47.0,3.0
1254.8858480703714,20.0,21.0,9.0
25123.97956404565,39.0,47.0,7.0
23932.76972419311,46.0,46.0,3.0
42701.9789423391,8.0,38.0,8.0
94641.73111290697,28.0,29.0,4.0
16075.661318560402,40.0,42.0,5.0
46192.478390878896,7.0,18.0,8.0
81145.0364625741,41.0,36.0,10.0
20330.363669276827,47.0,33.0,7.0
62898.6113769937,8.0,45.0,5.0
95997.77420512754,16.0,32.0,8.0
65639.47341587278,7.0,20.0,6.0
3380.1826612051927,48.0,8.0,2.0
56453.0952115946,28.0,20.0,3.0
86100.26308633246,23.0,8.0,5.0
6718.180007418797,39.0,9.0,10.0
88930.02751644964,19.0,12.0,9.0
50778.70358499432,43.0,4.0,6.0
98258.10667250631,35.0,38.0,9.0
39593.43857333825,18.0,16.0,2.0
11296.55997967881,11.0,28.0,10.0
96353.2150332817,45.0,8.0,2.0
57878.41013193872,31.0,28.0,4.0
39976.98050243803,17.0,33.0,10.0
28495.333209502893,42.0,25.0,5.0
20995.53523974744,46.0,29.0,7.0
71528.34973394954,12.0,47.0,9.0
15142.425453315082,22.0,35.0,4.0
2152.476678566105,34.0,34.0,9.0
24995.003759678453,28.0,32.0,4.0
22525.97534975487,37.0,41.0,2.0
84065.55720589949,16.0,24.0,3.0
78231.57405800103,46.0,33.0,6.0
85427.90531834192,3.0,44.0,4.0
77526.27102203298,14.0,26.0,6.0
88836.35467900419,5.0,15.0,10.0
47350.92180993231,20.0,15.0,6.0
41338.10213919953,10.0,41.0,5.0
58340.778474112085,47.0,8.0,4.0
86985.02013662444,28.0,18.0,7.0
67093.61223498348,43.0,20.0,8.0
71500.894021459,24.0,36.0,4.0
50713.747218957775,10.0,40.0,7.0
43273.445436966605,44.0,42.0,5.0
49320.84664266848,17.0,28.0,7.0
41925.247040872375,47.0,14.0,5.0
86435.73368437114,47.0,47.0,7.0
97273.87042569017,34.0,25.0,5.0
3556.6023034505765,9.0,14.0,8.0
47722.21946860181,41.0,34.0,4.0
42421.84721069742,33.0,33.0,8.0
57988.713874915,4.0,33.0,2.0
93251.61083338932,44.0,40.0,2.0
89331.94432421016,40.0,5.0,7.0
1450.1774416048945,21.0,31.0,9.0
54870.48436657689,43.0,36.0,8.0
6159.810420986798,37.0,36.0,6.0
81889.63187425291,22.0,25.0,3.0
46280.418734097504,10.0,25.0,6.0
35882.79915464734,29.0,38.0,3.0
90948.99921512704,8.0,11.0,7.0
40627.103686097784,21.0,9.0,8.0
38636.77186660733,5.0,25.0,3.0
