random-seed,gerreproduce,patch-variability,ger-gain-from-food,grass-regrowth-time
22952.195913618107,5.0,22.0,11.0,9.0
37063.64380371257,4.0,86.0,18.0,6.0
6923.612471645012,3.0,21.0,14.0,3.0
99740.27109072497,2.0,80.0,11.0,1.0
64572.37094087295,4.0,30.0,13.0,1.0
20101.914505683762,4.0,24.0,13.0,9.0
76476.06098983613,3.0,34.0,4.0,6.0
24143.98928708478,1.0,99.0,11.0,10.0
59744.837688354906,2.0,80.0,12.0,7.0
62454.53180773712,1.0,64.0,12.0,2.0
29184.1995527193,5.0,50.0,6.0,8.0
85789.23149424884,2.0,69.0,17.0,6.0
1873.8720601114755,3.0,84.0,16.0,2.0
42988.13807825988,1.0,57.0,7.0,4.0
14964.818612646928,3.0,48.0,20.0,9.0
39299.115244675944,2.0,27.0,17.0,8.0
3861.3947349416894,4.0,58.0,20.0,10.0
92383.2153252759,1.0,67.0,13.0,9.0
9613.813561538424,3.0,57.0,2.0,5.0
14692.961757144649,2.0,25.0,19.0,3.0
40843.30179372735,1.0,12.0,12.0,1.0
10673.186259934078,3.0,59.0,14.0,7.0
37641.67012390547,4.0,65.0,3.0,2.0
5109.191741971145,4.0,49.0,11.0,7.0
16334.394513000108,4.0,32.0,13.0,3.0
4280.676265273436,2.0,47.0,12.0,9.0
362.1509455715115,3.0,29.0,12.0,8.0
85533.88376140097,2.0,54.0,15.0,4.0
50892.632042610596,2.0,42.0,2.0,6.0
83433.18312146711,4.0,46.0,14.0,3.0
88186.21047653258,2.0,96.0,5.0,1.0
769.8474603297312,3.0,65.0,12.0,7.0
64552.24743638694,5.0,89.0,3.0,5.0
41419.31784063061,3.0,23.0,16.0,10.0
69949.60423789796,2.0,53.0,7.0,9.0
65077.92710268759,1.0,33.0,12.0,5.0
13617.242196249488,2.0,67.0,13.0,9.0
29959.318969735166,2.0,21.0,9.0,10.0
22186.944848959327,2.0,81.0,18.0,7.0
56484.9455087864,5.0,63.0,17.0,4.0
86907.75590994653,4.0,6.0,19.0,3.0
90515.74812200238,4.0,29.0,14.0,2.0
97001.16256119889,4.0,91.0,15.0,5.0
36674.36246830244,3.0,26.0,4.0,6.0
84607.23462176032,3.0,53.0,11.0,5.0
69234.61888776025,2.0,6.0,11.0,10.0
65126.35211144684,3.0,23.0,17.0,6.0
93016.90803076026,4.0,80.0,17.0,5.0
8123.228410505319,3.0,7.0,10.0,4.0
5254.439843463686,4.0,57.0,6.0,5.0
75745.15843693254,2.0,6.0,6.0,5.0
89064.1265844045,3.0,7.0,3.0,3.0
11133.131988437284,3.0,44.0,3.0,6.0
10321.749719458354,4.0,11.0,18.0,6.0
85963.11139738526,3.0,48.0,3.0,4.0
67535.65116448334,3.0,5.0,9.0,6.0
96014.25183451347,3.0,37.0,15.0,1.0
52514.59550523419,3.0,53.0,9.0,9.0
67567.89421613506,5.0,70.0,5.0,2.0
9742.085801102383,3.0,93.0,15.0,2.0
65401.88875148,4.0,74.0,20.0,3.0
13844.44808072115,2.0,22.0,15.0,8.0
84047.43280591602,5.0,26.0,9.0,4.0
88134.53799392525,5.0,15.0,12.0,8.0
94227.61324674069,4.0,55.0,15.0,7.0
92427.71421492886,2.0,85.0,19.0,4.0
8512.40011625242,3.0,16.0,18.0,7.0
99607.52325831071,4.0,97.0,11.0,2.0
83322.4784130833,1.0,19.0,12.0,2.0
84364.41644498607,4.0,71.0,18.0,3.0
56185.34863205569,1.0,67.0,16.0,6.0
55040.95286881625,5.0,40.0,12.0,10.0
73270.3766904249,4.0,95.0,11.0,5.0
73785.60128786368,2.0,91.0,5.0,1.0
7070.783585789245,5.0,47.0,4.0,3.0
22062.737212986423,3.0,40.0,2.0,2.0
26696.10053991911,1.0,86.0,4.0,8.0
59127.837576868274,3.0,30.0,14.0,6.0
39824.049766469856,4.0,22.0,16.0,10.0
62090.66895687036,2.0,83.0,7.0,1.0
9529.817785020283,4.0,64.0,18.0,4.0
3477.7267702736826,1.0,11.0,3.0,8.0
79312.3255786226,5.0,43.0,20.0,9.0
26394.20393779899,5.0,82.0,7.0,5.0
16577.551541651086,3.0,21.0,5.0,2.0
49565.81190396212,5.0,9.0,19.0,6.0
8233.768114051847,1.0,6.0,14.0,4.0
79275.715878412,2.0,32.0,3.0,4.0
87175.26392537371,5.0,83.0,10.0,6.0
91238.80039859438,5.0,44.0,3.0,4.0
26631.085399041538,4.0,13.0,9.0,5.0
26985.266114434413,3.0,84.0,13.0,4.0
7851.918113337586,3.0,38.0,14.0,6.0
36621.44827336002,4.0,67.0,20.0,5.0
85972.87045574028,2.0,18.0,6.0,3.0
71771.454176512,3.0,54.0,6.0,8.0
73140.17965153985,4.0,14.0,6.0,4.0
86786.67433787516,2.0,91.0,19.0,7.0
24444.632874693954,5.0,47.0,10.0,4.0
67935.83076314072,1.0,54.0,4.0,9.0
37328.517696441755,2.0,26.0,11.0,2.0
13648.591976569352,2.0,52.0,18.0,3.0
11795.310444463104,3.0,53.0,4.0,2.0
52096.788217640664,4.0,69.0,19.0,7.0
67686.73090210273,1.0,76.0,19.0,2.0
78085.09701129906,5.0,68.0,16.0,8.0
79303.7239870266,2.0,6.0,14.0,5.0
58014.627513930005,5.0,72.0,19.0,2.0
15336.346322700607,3.0,54.0,10.0,2.0
74141.85656380176,1.0,26.0,13.0,4.0
7759.205525655534,4.0,96.0,10.0,8.0
10196.187167739374,1.0,87.0,6.0,4.0
89462.37747639244,5.0,23.0,6.0,2.0
49489.6401407167,5.0,21.0,16.0,3.0
84960.7915904449,3.0,98.0,14.0,5.0
80911.90317394369,4.0,97.0,9.0,9.0
30927.291638373496,2.0,57.0,11.0,6.0
48400.43956550949,4.0,27.0,14.0,10.0
75872.73790133341,2.0,81.0,5.0,9.0
20175.524351114644,1.0,17.0,4.0,4.0
7978.318064918438,2.0,31.0,3.0,8.0
92315.50451252097,5.0,32.0,10.0,7.0
95199.1074500659,2.0,59.0,2.0,1.0
92576.33624116726,2.0,81.0,10.0,7.0
97766.04086165068,2.0,33.0,15.0,2.0
9820.291129515577,3.0,31.0,2.0,5.0
13614.817523605976,2.0,83.0,14.0,3.0
80351.51150039115,3.0,26.0,8.0,7.0
58989.82467075403,4.0,30.0,4.0,6.0
62063.26739718235,1.0,16.0,19.0,3.0
19467.267811739068,2.0,68.0,9.0,7.0
64161.87419674397,5.0,91.0,4.0,3.0
18985.813261414416,1.0,76.0,14.0,3.0
89914.82197819978,1.0,19.0,16.0,4.0
99993.20126639874,3.0,66.0,5.0,4.0
19471.866213519872,4.0,79.0,12.0,6.0
59102.49641602926,4.0,82.0,18.0,5.0
25914.28425534163,4.0,28.0,9.0,8.0
14785.586003233357,4.0,29.0,17.0,5.0
78744.32816685154,5.0,99.0,11.0,9.0
54523.222360517975,2.0,56.0,16.0,1.0
82353.28147008101,3.0,39.0,8.0,7.0
74823.73125586267,4.0,81.0,6.0,3.0
62786.081231269905,5.0,78.0,15.0,2.0
76884.35033486444,5.0,83.0,7.0,9.0
2160.213165107623,4.0,23.0,3.0,3.0
86911.3872207933,4.0,56.0,8.0,4.0
12001.20833298551,2.0,87.0,7.0,9.0
25962.45552802196,4.0,67.0,2.0,5.0
26112.635638872947,4.0,92.0,7.0,9.0
36117.739654003344,2.0,25.0,8.0,5.0
27535.744725282308,2.0,88.0,17.0,10.0
6026.689036099894,3.0,76.0,16.0,5.0
59577.289399433015,4.0,35.0,8.0,5.0
71381.4494471115,3.0,41.0,12.0,2.0
63852.37022076202,1.0,35.0,15.0,2.0
75098.69892809431,4.0,34.0,13.0,8.0
605.4605116573169,2.0,99.0,12.0,6.0
63470.7419893955,3.0,68.0,6.0,2.0
24220.407969342006,2.0,55.0,14.0,8.0
90718.20651953311,5.0,59.0,14.0,3.0
66999.42658547679,4.0,7.0,10.0,4.0
82600.49978524614,4.0,64.0,17.0,6.0
36684.57905536013,2.0,43.0,17.0,9.0
93355.21138206284,5.0,51.0,15.0,8.0
27533.131396442568,2.0,33.0,2.0,3.0
16477.068948458,1.0,62.0,9.0,7.0
41538.2382629219,1.0,26.0,19.0,4.0
56516.904161728184,2.0,79.0,20.0,4.0
3998.939485466373,3.0,100.0,18.0,1.0
83237.68114558687,4.0,11.0,12.0,8.0
68031.78480654793,2.0,82.0,19.0,1.0
86696.45598854787,2.0,78.0,15.0,5.0
35126.350538881554,4.0,75.0,17.0,2.0
90358.76587298396,5.0,35.0,11.0,8.0
27959.70188629202,4.0,62.0,12.0,3.0
41541.38011012328,4.0,34.0,7.0,1.0
54932.73764530857,2.0,67.0,8.0,8.0
99654.88803579437,4.0,43.0,20.0,8.0
2689.973128695144,4.0,78.0,7.0,3.0
17539.431867596344,2.0,34.0,7.0,3.0
34668.69849342825,1.0,88.0,14.0,4.0
93556.74177864305,1.0,81.0,5.0,3.0
40115.76236204952,2.0,31.0,19.0,7.0
42417.39353923709,1.0,69.0,3.0,6.0
86830.87484554246,1.0,62.0,6.0,9.0
5416.783000273878,3.0,52.0,3.0,4.0
20363.153856284483,4.0,22.0,16.0,8.0
92580.7050578074,1.0,42.0,13.0,7.0
4198.478378275954,5.0,30.0,11.0,4.0
81279.06195132271,2.0,81.0,4.0,6.0
70666.23800773287,3.0,29.0,7.0,3.0
64278.60822360943,5.0,97.0,5.0,9.0
25541.008951937474,5.0,36.0,16.0,8.0
84506.09058435622,3.0,13.0,5.0,5.0
98677.85982764445,1.0,32.0,10.0,7.0
53010.59349043616,3.0,90.0,16.0,5.0
27409.851967580194,3.0,65.0,5.0,5.0
40738.337684812475,2.0,93.0,8.0,8.0
53917.21786588499,4.0,54.0,18.0,7.0
12594.408580243111,1.0,33.0,5.0,4.0
55465.90361818413,5.0,95.0,14.0,10.0
38372.35715863864,1.0,39.0,20.0,1.0
23621.20448281809,3.0,79.0,8.0,6.0
83798.06639581529,1.0,43.0,18.0,3.0
59492.29231560333,2.0,34.0,12.0,8.0
48178.87455539335,3.0,96.0,11.0,4.0
95901.87425330582,2.0,32.0,9.0,6.0
7700.921128161834,5.0,21.0,4.0,2.0
84834.95950850965,3.0,24.0,9.0,7.0
13776.270670248892,3.0,48.0,10.0,5.0
99272.57375101464,3.0,48.0,13.0,1.0
48504.8010568083,1.0,96.0,8.0,6.0
8254.510239562183,2.0,57.0,8.0,6.0
5547.834768024447,2.0,14.0,7.0,2.0
92363.93626192842,4.0,41.0,18.0,10.0
32168.736549396992,3.0,27.0,10.0,9.0
14881.898467883957,1.0,56.0,10.0,8.0
69766.9570800038,4.0,41.0,11.0,10.0
98683.03184153842,4.0,24.0,15.0,9.0
73796.3253689016,3.0,27.0,17.0,5.0
98019.24309749101,1.0,57.0,10.0,2.0
35408.729776515385,2.0,12.0,10.0,4.0
16499.577793214343,1.0,23.0,4.0,5.0
30839.540444997554,2.0,72.0,3.0,8.0
28443.74820464978,3.0,30.0,10.0,4.0
46030.533642964736,5.0,66.0,7.0,9.0
8866.493273049882,3.0,15.0,15.0,4.0
97128.82541566131,2.0,60.0,8.0,5.0
84001.64533958184,3.0,5.0,20.0,2.0
91413.75994156278,4.0,69.0,7.0,3.0
85778.05703503758,2.0,23.0,6.0,2.0
29889.89029957915,4.0,60.0,3.0,7.0
98105.43643196396,2.0,16.0,16.0,10.0
68499.3606705494,1.0,24.0,11.0,3.0
94066.24481584213,3.0,91.0,3.0,9.0
22781.27920190296,2.0,27.0,13.0,2.0
1395.9098538669105,4.0,64.0,3.0,1.0
82225.08669476339,2.0,26.0,7.0,6.0
2131.183824918539,2.0,77.0,17.0,3.0
60383.64086039129,3.0,83.0,17.0,8.0
16448.864903190064,3.0,94.0,2.0,9.0
8156.601664553432,1.0,56.0,7.0,8.0
13070.020807742567,4.0,41.0,18.0,6.0
17811.55688653531,3.0,39.0,17.0,6.0
81360.31243585651,3.0,68.0,15.0,3.0
96357.43104288416,5.0,59.0,11.0,2.0
53352.883166318425,5.0,80.0,14.0,3.0
5782.036044524539,4.0,53.0,12.0,6.0
65229.109701061185,4.0,63.0,4.0,9.0
44670.46656124546,3.0,16.0,12.0,4.0
24571.75817614791,4.0,54.0,14.0,2.0
79427.45816499804,4.0,46.0,18.0,2.0
54917.86966411603,3.0,13.0,18.0,7.0
96032.01772961859,5.0,99.0,9.0,9.0
42239.2356146051,3.0,22.0,10.0,4.0
19282.667135045926,3.0,38.0,15.0,9.0
14558.790165980283,4.0,67.0,4.0,5.0
84850.70417344155,1.0,60.0,17.0,8.0
89188.40805919441,3.0,30.0,10.0,2.0
57009.495928737386,5.0,89.0,9.0,5.0
48416.047021535494,1.0,30.0,12.0,7.0
6630.926681632889,2.0,98.0,12.0,6.0
5880.854590882555,3.0,95.0,7.0,3.0
76365.23579352436,3.0,95.0,3.0,9.0
92501.19239029835,3.0,99.0,12.0,4.0
46582.3921007206,2.0,7.0,10.0,7.0
54677.313363878595,1.0,28.0,18.0,6.0
63353.71630590419,1.0,61.0,2.0,8.0
15716.792926718748,3.0,62.0,5.0,4.0
97702.10578003855,2.0,33.0,17.0,8.0
20324.067019079503,4.0,47.0,16.0,5.0
74283.87785544833,3.0,96.0,14.0,4.0
48996.24831405937,2.0,28.0,19.0,6.0
98889.62794197675,5.0,50.0,8.0,2.0
35053.352954073714,2.0,40.0,8.0,3.0
70604.0478746417,2.0,10.0,14.0,5.0
16675.391537338895,1.0,48.0,17.0,4.0
61696.25523911685,4.0,100.0,2.0,10.0
98276.446801544,4.0,30.0,6.0,7.0
66909.20598664977,2.0,25.0,13.0,3.0
84690.3894183227,2.0,97.0,20.0,5.0
32140.803157139413,1.0,78.0,18.0,8.0
83228.56170597751,4.0,44.0,18.0,3.0
89967.58837973108,3.0,24.0,11.0,2.0
94402.79174893933,4.0,64.0,15.0,1.0
67527.38264110747,1.0,28.0,12.0,2.0
75547.98430630667,4.0,56.0,10.0,10.0
78766.1564017166,4.0,14.0,20.0,6.0
19737.398724248822,2.0,28.0,9.0,7.0
25927.31153430303,3.0,53.0,2.0,3.0
85123.82755332137,3.0,38.0,13.0,6.0
30150.510797803767,5.0,48.0,12.0,8.0
590.6208398662247,5.0,41.0,19.0,7.0
59768.49931559465,3.0,76.0,5.0,8.0
77076.99253537138,2.0,58.0,17.0,2.0
76011.57359349474,4.0,92.0,10.0,7.0
37920.81249924579,4.0,94.0,19.0,4.0
69975.93259617343,2.0,58.0,11.0,6.0
37872.1851475988,1.0,54.0,14.0,10.0
47808.53662970533,4.0,67.0,6.0,5.0
75490.74389781071,5.0,37.0,20.0,9.0
66658.66757644588,3.0,93.0,14.0,7.0
43225.20060271428,4.0,64.0,4.0,8.0
51281.69154870034,4.0,55.0,17.0,5.0
2110.538657666224,4.0,82.0,10.0,10.0
81635.70549446247,3.0,7.0,12.0,4.0
23261.63628247591,3.0,44.0,10.0,5.0
79043.8218033106,4.0,51.0,20.0,5.0
56327.47409948679,4.0,92.0,11.0,10.0
83315.764887004,2.0,36.0,18.0,6.0
43643.9145918937,4.0,76.0,2.0,8.0
51060.74127264584,4.0,23.0,19.0,9.0
39771.34378571543,3.0,76.0,6.0,3.0
83753.15301140149,4.0,79.0,14.0,2.0
33227.05423053541,5.0,24.0,16.0,5.0
90528.2444207555,3.0,90.0,12.0,4.0
27220.37147250573,3.0,24.0,19.0,6.0
80979.17943769155,3.0,69.0,4.0,1.0
617.2357899126183,3.0,35.0,16.0,8.0
42807.158687750365,1.0,67.0,6.0,5.0
78458.06845036604,4.0,62.0,15.0,8.0
21466.61326982161,5.0,10.0,18.0,5.0
29110.79908948306,1.0,34.0,5.0,7.0
24184.841190630064,4.0,71.0,13.0,4.0
80260.48186993449,4.0,19.0,7.0,7.0
7721.905275523773,3.0,54.0,9.0,9.0
80038.19100675578,3.0,78.0,3.0,2.0
77562.10102478461,1.0,89.0,7.0,8.0
4896.784975557614,4.0,39.0,5.0,7.0
64950.533548432395,4.0,16.0,7.0,7.0
22020.100369840246,3.0,69.0,13.0,2.0
56790.89591926243,4.0,91.0,11.0,4.0
24105.348337726886,3.0,42.0,12.0,2.0
31124.426559900367,2.0,71.0,19.0,2.0
49550.328468558,3.0,93.0,15.0,3.0
25429.670072281835,2.0,81.0,3.0,4.0
11616.789300015762,3.0,92.0,4.0,4.0
22415.35849524287,2.0,45.0,14.0,9.0
67456.47756041551,1.0,56.0,14.0,5.0
47433.584474527284,4.0,80.0,7.0,8.0
62834.050901828334,5.0,66.0,10.0,5.0
18004.98171037296,4.0,95.0,13.0,8.0
73486.04105985787,2.0,98.0,14.0,9.0
87135.52792442813,3.0,65.0,13.0,1.0
12207.975225733293,4.0,67.0,5.0,5.0
720.5871035854412,1.0,14.0,15.0,2.0
35993.103634069616,1.0,82.0,14.0,5.0
7800.376955252034,4.0,93.0,7.0,3.0
68704.37626159664,2.0,86.0,9.0,3.0
96527.74734835322,3.0,42.0,14.0,2.0
82070.71192613582,5.0,66.0,5.0,5.0
37927.09459569832,1.0,40.0,11.0,9.0
96501.76294266786,2.0,69.0,15.0,4.0
79874.18332942008,5.0,63.0,8.0,1.0
33136.696965638126,2.0,8.0,3.0,2.0
36890.89242009584,5.0,79.0,13.0,5.0
79459.49628980679,5.0,93.0,18.0,7.0
70418.39542389076,4.0,8.0,17.0,5.0
96315.99062139403,3.0,47.0,9.0,3.0
27308.81130772628,4.0,5.0,9.0,6.0
51948.852011414136,3.0,54.0,10.0,9.0
52721.1013100733,2.0,15.0,3.0,9.0
64422.52598851135,1.0,67.0,14.0,6.0
47390.723969397004,3.0,38.0,4.0,3.0
89809.6305737175,4.0,14.0,19.0,1.0
11815.274063352454,3.0,90.0,18.0,7.0
95477.0302863437,2.0,39.0,15.0,3.0
26461.965131737878,5.0,22.0,3.0,4.0
18532.559987846176,1.0,53.0,12.0,2.0
57193.48378717349,5.0,70.0,15.0,5.0
46508.75694331386,3.0,55.0,8.0,1.0
94999.86687362113,5.0,44.0,16.0,3.0
80578.79458757806,2.0,8.0,15.0,10.0
30978.84376391044,2.0,74.0,14.0,2.0
83527.57745334039,2.0,95.0,10.0,8.0
55339.81959420828,2.0,46.0,17.0,8.0
10927.269435133947,1.0,39.0,4.0,1.0
93334.4872314726,2.0,26.0,5.0,6.0
58780.57597688781,5.0,67.0,18.0,2.0
26956.84878892555,2.0,63.0,12.0,2.0
24002.155075831677,3.0,37.0,5.0,7.0
46468.898626098424,5.0,41.0,15.0,5.0
66174.50531392815,2.0,33.0,13.0,7.0
19782.598056274146,5.0,81.0,18.0,5.0
18917.65812693397,1.0,36.0,14.0,2.0
20275.085461439558,4.0,24.0,2.0,9.0
91730.99882666547,3.0,33.0,13.0,9.0
29093.556116954944,3.0,8.0,18.0,2.0
99030.71334044314,2.0,47.0,8.0,7.0
43838.52938101617,2.0,90.0,15.0,5.0
31336.999673209117,3.0,38.0,9.0,6.0
28475.8767657709,3.0,8.0,20.0,1.0
71467.2003980337,4.0,9.0,15.0,6.0
22159.15177652333,1.0,7.0,16.0,8.0
78753.79914020064,4.0,30.0,5.0,7.0
84165.8175903705,4.0,92.0,5.0,9.0
54597.00631009003,2.0,63.0,16.0,5.0
98943.40410474328,3.0,97.0,16.0,1.0
42425.31886319767,2.0,95.0,19.0,7.0
94809.7656969437,4.0,52.0,10.0,4.0
26402.062681602605,2.0,32.0,14.0,4.0
29765.491676184603,3.0,80.0,8.0,8.0
78639.49182661391,4.0,61.0,20.0,5.0
14514.256230166748,1.0,32.0,13.0,4.0
55361.27462860073,5.0,75.0,18.0,2.0
18320.88559915888,3.0,51.0,5.0,4.0
44984.22275514853,5.0,61.0,18.0,4.0
96997.4877850273,3.0,55.0,10.0,1.0
43239.96131295184,3.0,12.0,8.0,9.0
81018.68734628941,3.0,12.0,9.0,5.0
7557.599578938227,2.0,9.0,4.0,7.0
60837.26341772928,2.0,31.0,4.0,6.0
31472.494775015606,4.0,70.0,10.0,6.0
34313.47930740438,4.0,19.0,2.0,8.0
18083.53198144874,5.0,18.0,9.0,3.0
40458.863112028615,4.0,97.0,4.0,3.0
78846.16013598972,1.0,68.0,17.0,5.0
29317.295743066377,4.0,13.0,14.0,7.0
54990.08455281797,5.0,29.0,3.0,9.0
26800.209798460724,4.0,50.0,6.0,6.0
47165.863627776875,4.0,14.0,15.0,5.0
47127.20692599317,4.0,7.0,12.0,3.0
93586.08297660874,3.0,40.0,18.0,4.0
26931.306673069896,1.0,6.0,5.0,10.0
7987.881881413276,2.0,15.0,13.0,4.0
10659.13723636124,2.0,40.0,10.0,1.0
35812.202205771166,2.0,52.0,9.0,6.0
49239.5194825615,3.0,68.0,10.0,4.0
79862.89629540758,4.0,49.0,20.0,5.0
20650.597037842694,3.0,6.0,19.0,1.0
30513.715935721142,2.0,31.0,17.0,4.0
90281.62575073601,4.0,79.0,7.0,2.0
68981.90089965628,2.0,93.0,8.0,5.0
90187.25412315919,2.0,43.0,13.0,9.0
13498.791772626155,2.0,51.0,9.0,9.0
82021.38471811356,5.0,79.0,11.0,2.0
8839.16813782113,2.0,47.0,11.0,5.0
18961.841563939,2.0,23.0,11.0,7.0
31883.296509312626,2.0,94.0,5.0,8.0
40588.58413292953,2.0,11.0,12.0,3.0
36356.91591617625,2.0,11.0,10.0,8.0
31837.609136358205,3.0,54.0,12.0,2.0
20621.53855586626,4.0,48.0,17.0,4.0
61559.444942435926,3.0,32.0,18.0,3.0
71834.94633685655,3.0,79.0,2.0,9.0
82946.43343681305,1.0,56.0,8.0,5.0
67058.97493148423,4.0,95.0,4.0,3.0
84053.86327274883,4.0,47.0,20.0,2.0
62342.436140915175,5.0,52.0,8.0,5.0
27682.32663633877,2.0,49.0,18.0,10.0
19909.53300662423,2.0,76.0,18.0,10.0
23400.755419954236,3.0,31.0,5.0,7.0
94435.41639883065,3.0,43.0,5.0,8.0
9607.474526173175,2.0,49.0,16.0,9.0
96972.35848201817,3.0,51.0,15.0,5.0
7993.7949249834755,1.0,47.0,17.0,7.0
12361.938121893434,2.0,42.0,10.0,6.0
90892.17503080913,2.0,57.0,8.0,6.0
43192.04394304564,4.0,10.0,9.0,9.0
74395.73467798877,3.0,62.0,12.0,4.0
91481.38616943696,1.0,98.0,10.0,5.0
99025.62002093527,2.0,57.0,4.0,6.0
80018.98370961088,2.0,30.0,3.0,6.0
28139.77548157393,2.0,7.0,7.0,4.0
42972.65696073262,3.0,47.0,12.0,8.0
76207.20575075214,1.0,79.0,13.0,6.0
52516.70677728546,4.0,7.0,4.0,1.0
60598.28780286224,4.0,65.0,6.0,5.0
45233.153893497016,5.0,56.0,10.0,3.0
59400.90915537674,2.0,90.0,10.0,6.0
98294.74918482707,2.0,82.0,8.0,6.0
46755.54015105994,1.0,45.0,6.0,8.0
15666.523933389039,2.0,65.0,13.0,5.0
7280.934189251626,3.0,32.0,3.0,9.0
99818.93787282456,3.0,41.0,9.0,2.0
75553.96063569385,4.0,24.0,13.0,9.0
33712.30081882047,4.0,40.0,14.0,9.0
55281.01980923283,1.0,43.0,4.0,5.0
33852.489027466254,1.0,92.0,8.0,6.0
93318.84688399071,3.0,85.0,4.0,9.0
30501.972802002434,2.0,25.0,2.0,6.0
15038.87631407389,3.0,68.0,3.0,1.0
76510.04548004786,4.0,22.0,16.0,8.0
69613.21316460258,2.0,41.0,16.0,6.0
70127.68616753316,5.0,49.0,5.0,4.0
73603.98366059612,2.0,76.0,4.0,5.0
56187.142028748036,3.0,64.0,18.0,3.0
68991.14354016876,3.0,62.0,20.0,2.0
44004.49898715739,4.0,66.0,10.0,2.0
86091.8059473639,3.0,99.0,20.0,2.0
76227.58642022622,4.0,38.0,6.0,6.0
63572.430325095476,4.0,80.0,8.0,6.0
59891.17075909935,1.0,90.0,12.0,6.0
86765.33887335303,2.0,50.0,19.0,6.0
77736.61595083508,4.0,44.0,7.0,7.0
22061.718761701723,3.0,76.0,9.0,2.0
95199.72699462323,4.0,46.0,15.0,4.0
97525.28174679652,2.0,28.0,11.0,7.0
82442.12159654823,4.0,95.0,5.0,2.0
2132.3798778295127,3.0,30.0,15.0,2.0
5063.290506585395,3.0,96.0,12.0,6.0
51270.693709127976,4.0,94.0,13.0,5.0
97683.94018964162,1.0,23.0,9.0,8.0
69399.61591643326,3.0,61.0,4.0,9.0
3013.828014153215,3.0,69.0,12.0,2.0
18747.475381391167,4.0,13.0,16.0,10.0
4158.823022853635,3.0,83.0,6.0,5.0
90838.9219499579,2.0,12.0,9.0,4.0
80907.72106693963,3.0,73.0,16.0,5.0
81062.31390927926,3.0,37.0,13.0,9.0
92039.1614811307,4.0,35.0,15.0,2.0
81059.9811221757,3.0,79.0,20.0,10.0
15931.584191987178,4.0,81.0,9.0,7.0
39158.409935919335,2.0,33.0,7.0,6.0
88991.8492396537,4.0,62.0,10.0,6.0
2204.7657725655095,3.0,95.0,4.0,8.0
90769.20253773825,5.0,24.0,16.0,3.0
83644.92530898121,4.0,30.0,4.0,4.0
24625.096583769337,4.0,73.0,12.0,4.0
46477.307974155156,2.0,13.0,15.0,9.0
42470.30296890172,3.0,79.0,3.0,10.0
10997.006097554568,3.0,64.0,11.0,6.0
46568.788050469375,3.0,13.0,20.0,7.0
46663.3341907975,4.0,31.0,15.0,7.0
38932.473034828916,2.0,91.0,17.0,2.0
91928.91231749616,4.0,6.0,10.0,8.0
21266.66616303485,4.0,97.0,8.0,7.0
41546.6765399699,2.0,76.0,6.0,2.0
95175.15151726088,5.0,37.0,2.0,6.0
88449.62692559598,3.0,73.0,18.0,1.0
24532.88378341402,3.0,41.0,6.0,4.0
69551.3083789148,3.0,86.0,13.0,1.0
87473.34328075076,1.0,64.0,7.0,8.0
34078.69271162847,4.0,79.0,9.0,5.0
5103.591260328468,5.0,48.0,15.0,6.0
91520.12109363801,2.0,35.0,12.0,9.0
39090.56577614076,5.0,50.0,4.0,7.0
16377.36091422633,3.0,65.0,5.0,3.0
63696.73964265792,4.0,86.0,10.0,9.0
36120.83663892516,3.0,81.0,20.0,5.0
64732.20616875714,4.0,49.0,12.0,9.0
74847.89360585579,1.0,62.0,16.0,6.0
33563.1722356211,4.0,77.0,4.0,7.0
92390.97883400958,3.0,23.0,15.0,9.0
72607.31733851843,4.0,82.0,9.0,8.0
28734.521932340114,4.0,41.0,13.0,9.0
10025.761176878039,1.0,94.0,10.0,3.0
6187.751543281656,3.0,18.0,6.0,1.0
61051.171867267214,3.0,98.0,12.0,3.0
2121.2816242652125,2.0,22.0,6.0,2.0
67538.03238368515,4.0,71.0,10.0,9.0
9176.752265695308,3.0,11.0,4.0,3.0
39632.58812064686,3.0,25.0,3.0,10.0
15298.456175154472,4.0,68.0,15.0,6.0
43609.48296537226,2.0,54.0,5.0,9.0
43043.14008227045,4.0,31.0,20.0,2.0
83629.83422518594,5.0,71.0,4.0,7.0
72774.43814591515,4.0,6.0,19.0,4.0
85217.45873869471,2.0,62.0,18.0,3.0
65566.55698227277,3.0,32.0,18.0,5.0
22270.209913742638,4.0,76.0,3.0,9.0
40271.29852245376,4.0,86.0,8.0,3.0
52529.87662383044,4.0,29.0,14.0,4.0
42094.85111708468,3.0,66.0,17.0,2.0
72452.86123904519,2.0,89.0,19.0,8.0
37505.185250400325,3.0,21.0,5.0,10.0
93507.18657563129,3.0,66.0,14.0,8.0
74965.36531017085,3.0,50.0,17.0,3.0
80862.4161411454,4.0,75.0,3.0,3.0
21873.97951240116,1.0,75.0,3.0,3.0
25819.47350556704,5.0,47.0,13.0,9.0
98137.77423585531,4.0,20.0,11.0,3.0
77916.74046175274,4.0,57.0,14.0,2.0
17188.354784358522,5.0,11.0,2.0,9.0
46122.87813002202,2.0,25.0,12.0,7.0
84135.74247818551,5.0,67.0,11.0,2.0
89269.79486661826,3.0,50.0,10.0,6.0
55108.09569266391,3.0,16.0,12.0,9.0
70146.60948241364,4.0,14.0,9.0,5.0
93391.1576981954,2.0,81.0,15.0,8.0
