random-seed,density,%-similar-wanted,radiusNeighborhood
86421.5339625733,51.0,70.0,3.0
63033.082709699986,57.0,35.0,3.0
37731.397513593714,80.0,34.0,4.0
32530.358301344066,90.0,59.0,5.0
43454.641776540295,94.0,52.0,2.0
6369.1654948525975,55.0,60.0,4.0
8656.98778291258,56.0,32.0,2.0
79869.0751070589,97.0,26.0,2.0
33878.977114855,68.0,50.0,5.0
68350.15400914737,80.0,54.0,2.0
63715.826864476265,93.0,38.0,5.0
47716.71613916199,71.0,48.0,2.0
60628.50214771057,80.0,56.0,4.0
28803.606018593415,69.0,74.0,3.0
81269.98433958474,75.0,71.0,2.0
94557.56353737533,96.0,44.0,3.0
95238.4988876708,53.0,33.0,5.0
69275.85119976378,86.0,25.0,2.0
90234.06206023988,59.0,37.0,4.0
95895.04529391338,70.0,51.0,3.0
61331.34059335131,85.0,33.0,2.0
58566.136000990424,71.0,56.0,4.0
20727.389931041595,70.0,62.0,4.0
63758.66162851325,55.0,30.0,4.0
61878.837398724754,86.0,29.0,4.0
19739.192453966767,60.0,48.0,3.0
4096.737018362983,78.0,48.0,4.0
84685.00433564169,92.0,63.0,2.0
48689.96637364789,71.0,59.0,4.0
84552.41124325129,55.0,29.0,4.0
14610.589245579165,67.0,56.0,2.0
67169.38313973298,75.0,39.0,3.0
71446.9351152906,77.0,60.0,3.0
46563.79805904922,77.0,27.0,5.0
90593.56826591924,90.0,73.0,2.0
56926.46521646244,64.0,48.0,3.0
88697.99857141114,75.0,45.0,3.0
3029.109640214532,51.0,62.0,1.0
77079.38868957585,74.0,57.0,4.0
11328.702878992353,92.0,26.0,4.0
51880.14979469141,55.0,31.0,1.0
75655.98460276157,51.0,60.0,4.0
45060.96391338217,55.0,26.0,2.0
46064.04451535855,69.0,47.0,2.0
25422.904908203232,76.0,75.0,3.0
98008.17741317312,95.0,32.0,3.0
50717.870962041685,62.0,51.0,1.0
17580.537268408894,65.0,67.0,4.0
47047.38997936844,52.0,35.0,2.0
79731.3669447464,86.0,31.0,3.0
75836.0851560965,81.0,65.0,5.0
18270.959771535898,66.0,63.0,3.0
25673.057905434755,78.0,38.0,1.0
60251.99242612392,70.0,25.0,3.0
21277.454349045416,86.0,42.0,4.0
75888.88979883833,85.0,63.0,3.0
51738.05044366898,86.0,50.0,2.0
89912.27874084425,79.0,51.0,1.0
28481.33956608721,87.0,68.0,3.0
27009.829093431257,74.0,43.0,2.0
59790.18574659493,92.0,59.0,2.0
75164.90741150215,82.0,32.0,1.0
93710.2529362414,59.0,47.0,2.0
52430.49935751408,65.0,66.0,1.0
3996.716531878764,74.0,34.0,4.0
45011.88906122384,88.0,46.0,4.0
79370.6449185711,66.0,55.0,3.0
64597.7478287027,71.0,74.0,3.0
20730.913308045918,56.0,42.0,3.0
65276.23071077844,53.0,54.0,4.0
41936.2550893488,75.0,45.0,1.0
25045.44380408802,55.0,69.0,3.0
39050.720155139534,55.0,26.0,2.0
13095.738266206237,77.0,61.0,4.0
41556.66478530486,89.0,39.0,5.0
8907.092178135108,74.0,62.0,5.0
29806.701597839256,67.0,53.0,4.0
74537.36268903014,75.0,38.0,4.0
3879.662429563876,69.0,48.0,2.0
49890.02227438165,57.0,45.0,1.0
81474.47893259408,66.0,56.0,3.0
73520.08367460745,58.0,65.0,3.0
89273.28229586559,99.0,72.0,2.0
56908.88876232102,99.0,60.0,4.0
52421.53042158566,98.0,44.0,3.0
33417.76781735411,52.0,49.0,3.0
42848.746863907596,86.0,40.0,5.0
11427.410556287496,77.0,29.0,4.0
45521.07116442631,71.0,75.0,1.0
65075.944792280694,65.0,54.0,2.0
84976.30419766423,57.0,73.0,2.0
45508.04170154345,85.0,65.0,2.0
10068.472643665476,56.0,40.0,5.0
64886.94130207473,67.0,36.0,4.0
88358.42584840368,52.0,66.0,5.0
71669.70457569584,63.0,52.0,2.0
96446.19833353677,67.0,61.0,3.0
70932.55035180072,64.0,26.0,1.0
60183.17623363609,87.0,31.0,2.0
77367.34090466777,66.0,38.0,4.0
36731.753566323845,59.0,62.0,1.0
20569.286326972262,96.0,26.0,5.0
42133.50980281681,77.0,26.0,2.0
85098.90258274358,90.0,38.0,3.0
24411.25990400081,68.0,34.0,5.0
10143.92214526925,88.0,49.0,2.0
46347.06398867318,55.0,27.0,4.0
96093.48160673061,87.0,71.0,4.0
73461.55649716819,76.0,68.0,1.0
1304.6641394476687,80.0,38.0,1.0
3400.7037291737565,63.0,42.0,2.0
20216.642389084638,51.0,52.0,4.0
1589.4563147672488,66.0,41.0,5.0
44218.40174563535,98.0,70.0,5.0
30421.252185393765,87.0,74.0,1.0
94803.6099825896,62.0,63.0,3.0
31087.79094981521,74.0,33.0,5.0
75249.42198814932,76.0,55.0,3.0
49486.24051879353,70.0,66.0,2.0
30928.548010048133,65.0,30.0,3.0
59859.469481060536,64.0,31.0,2.0
91811.00149206161,66.0,71.0,3.0
57573.170808684816,87.0,29.0,5.0
19685.39258540265,51.0,44.0,3.0
49910.70889692498,60.0,36.0,3.0
11474.409870577801,93.0,33.0,4.0
22424.203276018136,71.0,29.0,4.0
34787.395893288936,93.0,38.0,2.0
73802.3126184035,58.0,25.0,5.0
88924.13760174395,84.0,42.0,2.0
58994.93236060762,72.0,28.0,3.0
53282.54369104771,73.0,66.0,4.0
96103.78170575968,96.0,71.0,2.0
10919.86608413013,84.0,27.0,2.0
80512.16684352819,67.0,44.0,4.0
78603.47010017934,71.0,62.0,4.0
75433.980637084,91.0,66.0,3.0
37302.68451744161,93.0,67.0,1.0
29637.47568213794,61.0,48.0,3.0
72174.68464511397,71.0,40.0,3.0
49024.83850972581,80.0,25.0,3.0
53331.378826500135,71.0,38.0,1.0
6042.890005207126,58.0,27.0,5.0
24058.46278188688,56.0,42.0,2.0
96453.85404265925,68.0,31.0,4.0
48453.324602356864,95.0,36.0,4.0
42674.6379743956,94.0,38.0,4.0
40738.90591246757,62.0,49.0,3.0
36078.299441465184,52.0,26.0,4.0
99810.05826951028,57.0,75.0,2.0
92573.38306212406,79.0,45.0,2.0
56402.84000520473,73.0,57.0,4.0
16484.68093997562,66.0,59.0,4.0
12686.861353496151,93.0,49.0,2.0
24861.921053595328,51.0,28.0,1.0
28264.51282896933,74.0,63.0,5.0
20437.558588120995,82.0,52.0,3.0
92452.64388285181,59.0,34.0,4.0
81575.24195506347,84.0,28.0,2.0
64442.94175976739,93.0,61.0,3.0
37888.47760890105,68.0,69.0,4.0
93545.99279659541,88.0,45.0,4.0
29532.25943464311,93.0,35.0,1.0
85654.75747598648,98.0,69.0,4.0
36081.98300505809,51.0,49.0,4.0
27087.326997738695,55.0,72.0,2.0
54302.51184091471,51.0,50.0,3.0
76217.5242393683,76.0,75.0,2.0
86031.24084516134,77.0,33.0,5.0
41877.923179195604,83.0,58.0,5.0
9702.388382345833,71.0,35.0,3.0
79361.02840375986,74.0,60.0,3.0
13539.058718464983,59.0,66.0,1.0
52745.18133882497,83.0,51.0,3.0
67232.85979203161,81.0,52.0,5.0
56801.51648626195,70.0,74.0,4.0
88332.35405401362,84.0,57.0,2.0
41545.60921605277,81.0,66.0,2.0
81397.18595368913,98.0,44.0,2.0
90730.41527350401,54.0,55.0,5.0
45900.419650541895,76.0,25.0,4.0
286.27320291424235,79.0,74.0,1.0
22392.61036763185,73.0,61.0,4.0
85775.4713663988,85.0,56.0,4.0
10523.750548168537,78.0,73.0,1.0
76538.32669254897,98.0,25.0,1.0
69266.18103769657,81.0,59.0,4.0
56130.2816404026,92.0,33.0,5.0
48027.541435499006,72.0,63.0,4.0
83374.60520987121,55.0,63.0,2.0
84513.19872662135,79.0,33.0,3.0
24036.855909228885,82.0,53.0,4.0
80732.65290796927,55.0,59.0,4.0
14551.325247795883,68.0,62.0,2.0
21256.37908321996,54.0,68.0,2.0
18639.66019738513,53.0,52.0,4.0
76000.4469192372,56.0,62.0,5.0
88545.74111783472,70.0,55.0,1.0
71629.95088112919,69.0,31.0,1.0
98457.17895321443,76.0,27.0,4.0
38928.97113918376,65.0,26.0,4.0
46136.806989927325,58.0,60.0,1.0
61109.708885304535,75.0,30.0,4.0
60696.96996932956,83.0,60.0,3.0
17515.883323278227,87.0,31.0,2.0
63284.17383831987,72.0,61.0,3.0
24454.55651485137,70.0,66.0,5.0
75888.82938632643,57.0,29.0,4.0
22955.327094724955,90.0,66.0,4.0
70965.50150143336,52.0,58.0,3.0
17149.16163211518,81.0,61.0,1.0
13205.408588062252,87.0,34.0,1.0
365.40494738148755,95.0,37.0,4.0
94248.48041982179,68.0,38.0,4.0
45436.96670850323,87.0,45.0,1.0
13975.713908060332,51.0,39.0,4.0
2337.4012298615926,66.0,25.0,3.0
71428.22590491653,79.0,32.0,5.0
33710.06884156747,85.0,37.0,2.0
36206.07648189535,93.0,52.0,1.0
88459.03400144796,94.0,44.0,3.0
3277.8423107226454,55.0,40.0,4.0
78042.19696072912,88.0,69.0,1.0
77031.3985910933,80.0,66.0,5.0
98304.41439329168,82.0,25.0,3.0
23972.086248138858,75.0,35.0,2.0
42310.79512677698,86.0,43.0,3.0
46734.97838047503,65.0,57.0,4.0
96239.59136981824,67.0,45.0,2.0
35568.193801039386,62.0,69.0,2.0
15732.37974507413,54.0,38.0,2.0
61451.93529636031,53.0,51.0,3.0
34036.738395348984,78.0,43.0,3.0
43956.83253389112,58.0,69.0,2.0
69177.07120150473,93.0,29.0,1.0
62124.20134082491,86.0,50.0,4.0
10800.56974496165,73.0,72.0,4.0
88360.00369527335,69.0,44.0,3.0
23138.342166825503,59.0,61.0,3.0
48090.476904162955,78.0,73.0,3.0
20916.35610799397,67.0,44.0,2.0
87039.9783489546,89.0,33.0,4.0
93512.72705933414,81.0,61.0,4.0
85430.0146286827,62.0,65.0,2.0
70385.42912067405,90.0,34.0,4.0
88261.77023692762,78.0,63.0,4.0
40524.90374908552,69.0,61.0,5.0
76386.37909983903,72.0,26.0,5.0
16990.7875260536,75.0,32.0,1.0
66753.10964647206,70.0,32.0,4.0
77740.85328724649,96.0,50.0,4.0
60755.203167326006,74.0,28.0,3.0
68761.51776471159,87.0,70.0,2.0
83730.13655278741,60.0,59.0,5.0
12313.514832251836,79.0,39.0,3.0
87684.87740109437,82.0,28.0,5.0
89366.36474376653,94.0,31.0,3.0
60298.9082848748,70.0,27.0,1.0
18284.365450671234,64.0,63.0,1.0
89938.33550786236,78.0,45.0,4.0
5590.100042800114,93.0,38.0,1.0
94034.4328418922,96.0,72.0,4.0
26663.761491299985,76.0,28.0,2.0
67120.12455234304,92.0,26.0,2.0
83101.48601725836,54.0,46.0,3.0
49215.0053515104,83.0,52.0,2.0
21179.205963870947,54.0,48.0,2.0
87227.37769202588,61.0,71.0,3.0
48257.031198768724,90.0,62.0,4.0
95359.45706648653,74.0,38.0,5.0
97459.51874397612,67.0,72.0,2.0
76545.84071774069,62.0,32.0,2.0
22144.015529231983,75.0,73.0,2.0
79324.02454019347,64.0,50.0,2.0
48494.840016719645,79.0,73.0,2.0
33739.935625585116,79.0,54.0,2.0
93253.17644491959,86.0,60.0,2.0
27301.421866164364,96.0,72.0,2.0
39379.04089299226,95.0,67.0,4.0
92964.99011302862,70.0,71.0,5.0
36300.7389865352,60.0,36.0,3.0
43791.12834622147,52.0,29.0,4.0
68270.99593343455,56.0,48.0,4.0
38678.86252773108,72.0,46.0,5.0
85407.55369678287,52.0,43.0,5.0
22575.27181140034,93.0,53.0,4.0
75575.24218712864,53.0,75.0,2.0
95718.7080670234,96.0,33.0,4.0
40336.67874175241,55.0,64.0,3.0
68008.15119345016,81.0,44.0,2.0
12772.164029895312,85.0,42.0,3.0
95780.3146225625,54.0,63.0,4.0
36883.56752569017,99.0,50.0,5.0
1344.6416761260289,55.0,66.0,4.0
78426.10566737184,62.0,40.0,3.0
14824.260905526098,81.0,45.0,2.0
56060.32813211151,69.0,42.0,1.0
62966.02645237381,84.0,46.0,3.0
32203.421103012206,73.0,66.0,2.0
64125.729099059274,69.0,67.0,3.0
2584.672958530819,64.0,41.0,2.0
91581.48572209956,78.0,59.0,1.0
4275.879257832403,57.0,67.0,4.0
42390.28872789292,52.0,49.0,4.0
3249.951746949473,51.0,41.0,3.0
1740.4530279672806,56.0,67.0,2.0
12998.620989112946,55.0,75.0,1.0
18887.66897352015,84.0,50.0,4.0
49314.34593933885,64.0,70.0,2.0
69597.37266509587,78.0,43.0,4.0
28143.360952869312,92.0,35.0,4.0
94159.04695699469,63.0,29.0,3.0
7228.543775187393,73.0,66.0,1.0
80926.18318062564,55.0,38.0,4.0
34208.69762665135,52.0,65.0,3.0
93235.4465916481,75.0,62.0,1.0
16279.649364158075,64.0,70.0,4.0
86161.82955113173,91.0,28.0,2.0
48741.26313287408,93.0,60.0,3.0
12070.990133940502,55.0,58.0,4.0
97555.3564744368,51.0,34.0,3.0
23896.74175647097,80.0,41.0,3.0
77745.92285739425,98.0,58.0,5.0
11407.535465279652,54.0,32.0,4.0
96842.83356378796,76.0,36.0,2.0
76847.55795778487,69.0,49.0,4.0
94516.97891439736,80.0,25.0,2.0
9675.374334246124,68.0,46.0,4.0
72244.51177572405,95.0,29.0,4.0
21619.968842558872,65.0,43.0,1.0
50804.6188134994,58.0,34.0,2.0
45956.57968070681,66.0,39.0,4.0
92284.69688505326,64.0,38.0,2.0
83287.7273529417,57.0,40.0,4.0
34850.41686365973,95.0,58.0,1.0
10662.950736970366,99.0,31.0,4.0
31744.700143386508,81.0,73.0,5.0
7421.252174021174,81.0,28.0,1.0
5836.824599312133,71.0,25.0,5.0
84262.51808062021,72.0,67.0,3.0
9121.63096878714,94.0,55.0,5.0
16988.569031916733,54.0,53.0,4.0
19911.69058844987,69.0,39.0,3.0
77670.54688114327,95.0,67.0,4.0
10036.582279026868,52.0,26.0,3.0
50985.03374936704,51.0,26.0,2.0
54587.24388087369,74.0,29.0,2.0
28733.9057504219,83.0,34.0,3.0
41727.83761741152,79.0,56.0,3.0
97026.95401376914,94.0,35.0,3.0
69122.07652423198,92.0,38.0,3.0
61635.41979080151,60.0,68.0,2.0
14498.299946721876,58.0,54.0,3.0
70971.71575238803,69.0,71.0,3.0
44728.61060796785,71.0,44.0,2.0
75910.69242344146,63.0,40.0,5.0
14970.24981634022,97.0,41.0,3.0
9559.341004774593,86.0,47.0,4.0
47731.785754139644,87.0,67.0,4.0
25549.963193300897,60.0,63.0,3.0
73703.62149064497,62.0,32.0,3.0
8456.34434661282,50.0,70.0,3.0
56561.36087222991,96.0,53.0,2.0
10406.999579771476,98.0,74.0,4.0
46576.7322922883,65.0,28.0,4.0
73933.9571402989,82.0,52.0,2.0
81578.34415372489,84.0,71.0,5.0
26884.241368849416,89.0,65.0,2.0
82248.66760705692,55.0,63.0,2.0
94038.2729869825,73.0,48.0,1.0
34884.07189133565,85.0,54.0,4.0
41186.393286671795,73.0,57.0,5.0
39097.50937870688,53.0,72.0,3.0
10302.46338061753,64.0,31.0,3.0
93919.4188443095,98.0,30.0,4.0
32359.75023950684,78.0,34.0,3.0
39679.89110711906,73.0,71.0,3.0
55416.09375813937,57.0,30.0,2.0
57818.26842708842,56.0,50.0,2.0
59265.77155531802,98.0,68.0,3.0
54021.8246446117,53.0,55.0,3.0
90110.62163284804,70.0,54.0,2.0
81740.12958953976,78.0,64.0,1.0
96274.92945144439,84.0,26.0,3.0
91176.18161178095,63.0,49.0,2.0
33084.407494561274,87.0,50.0,4.0
92279.8759999709,73.0,38.0,3.0
4697.625092424477,60.0,70.0,3.0
77314.19436087609,52.0,52.0,2.0
68150.3860634634,80.0,34.0,3.0
36928.95057823845,73.0,34.0,2.0
8660.990595651025,77.0,50.0,3.0
45559.96902942637,66.0,36.0,1.0
55781.82351677082,93.0,58.0,4.0
92166.69088958949,51.0,59.0,2.0
9218.40112772254,59.0,61.0,4.0
11241.095176808887,95.0,67.0,2.0
28772.005657384394,69.0,32.0,1.0
68925.63671533,55.0,65.0,4.0
42500.22781530144,69.0,48.0,2.0
70397.46081309258,97.0,46.0,5.0
87349.19094216859,53.0,51.0,2.0
86617.40678509748,83.0,33.0,5.0
84928.24067736884,80.0,37.0,3.0
89676.19919330109,69.0,67.0,1.0
68129.63730266204,58.0,63.0,2.0
65546.6033705248,65.0,58.0,3.0
71940.20783153635,77.0,33.0,4.0
97764.63742369377,76.0,52.0,5.0
55919.574060869316,98.0,62.0,3.0
92702.77014232708,59.0,56.0,5.0
35945.89631882721,63.0,29.0,2.0
36559.503703575436,81.0,67.0,4.0
64864.501538280325,66.0,49.0,1.0
21056.675813872804,63.0,52.0,2.0
90061.01657544886,70.0,73.0,3.0
11153.028118252421,56.0,27.0,3.0
45936.24589773807,69.0,56.0,2.0
18125.008609883596,94.0,69.0,3.0
30012.18262928732,94.0,73.0,4.0
48269.07089851642,61.0,70.0,1.0
20943.695983689977,91.0,42.0,4.0
78684.69488743017,67.0,48.0,2.0
82857.00628471792,93.0,37.0,5.0
13089.007997979512,73.0,63.0,3.0
18375.716496326742,74.0,36.0,2.0
49835.1593109826,90.0,30.0,3.0
19916.21228722105,56.0,53.0,3.0
37581.01259525117,72.0,61.0,4.0
34093.56978107922,64.0,57.0,5.0
83167.98467586501,99.0,43.0,4.0
49569.95283525484,51.0,66.0,4.0
20911.49690770522,56.0,51.0,2.0
90013.47660763992,61.0,68.0,4.0
76974.97533698361,92.0,48.0,4.0
89446.0243779256,58.0,45.0,3.0
2241.800243770945,98.0,62.0,2.0
62043.40513111748,80.0,39.0,3.0
77514.9857463977,54.0,61.0,3.0
84139.43034895425,65.0,55.0,5.0
94541.26073604636,87.0,72.0,3.0
12760.110680137088,81.0,70.0,3.0
54275.55743760331,81.0,33.0,3.0
44977.186491353554,88.0,73.0,3.0
87296.34613168053,97.0,49.0,2.0
90346.20505722225,64.0,71.0,3.0
41604.509479844935,64.0,27.0,1.0
75952.69922237568,99.0,62.0,3.0
54837.29039225347,66.0,47.0,2.0
16300.220555485852,73.0,74.0,2.0
22250.594698871195,56.0,54.0,2.0
68582.32011089467,81.0,36.0,4.0
64683.938750628084,70.0,72.0,4.0
5684.022403640919,58.0,36.0,3.0
59577.429631861014,62.0,25.0,4.0
27791.147931476076,91.0,28.0,3.0
92409.20839392934,83.0,48.0,1.0
28428.63572682558,63.0,52.0,2.0
15931.016714739477,68.0,68.0,4.0
72943.39503138154,78.0,62.0,4.0
42481.778812470926,97.0,75.0,4.0
92352.29258142374,65.0,75.0,4.0
93750.57125008314,98.0,62.0,4.0
66522.90962959717,79.0,58.0,1.0
63851.78638734485,54.0,71.0,2.0
11869.140250489192,83.0,64.0,5.0
67366.69309097776,81.0,64.0,4.0
34135.94552319891,51.0,62.0,2.0
6482.239998157889,82.0,60.0,4.0
99820.87485399556,61.0,73.0,2.0
66159.08127013399,70.0,59.0,4.0
29535.785051464787,65.0,41.0,2.0
71790.77386036984,97.0,63.0,2.0
8084.515973783706,61.0,59.0,4.0
66744.31313714807,94.0,69.0,4.0
6328.246192182012,68.0,41.0,4.0
10555.554919616337,94.0,30.0,4.0
82579.06342053215,90.0,41.0,4.0
45737.5798770478,82.0,63.0,4.0
79153.88421212463,80.0,44.0,1.0
24152.08528069869,86.0,46.0,3.0
65863.10406906194,73.0,69.0,4.0
61459.69610240352,66.0,63.0,4.0
75286.18587766698,68.0,73.0,3.0
71142.9041484149,73.0,32.0,5.0
75732.5783276866,66.0,61.0,1.0
13999.118020022444,64.0,26.0,2.0
34996.49987164215,57.0,73.0,2.0
51207.61062741359,53.0,26.0,4.0
15213.939139453205,56.0,34.0,2.0
37782.530443593205,51.0,71.0,4.0
73053.37435425124,65.0,36.0,4.0
77862.81071065737,83.0,39.0,4.0
89418.99405976209,96.0,54.0,3.0
36971.0912136004,95.0,59.0,5.0
35817.04478780496,96.0,63.0,5.0
45210.653668275314,78.0,36.0,4.0
94879.01385812649,86.0,43.0,4.0
63096.42188629318,83.0,56.0,4.0
45837.9969331963,97.0,43.0,3.0
27164.37643654899,57.0,47.0,4.0
32645.5094589389,64.0,36.0,4.0
14302.9943222048,62.0,71.0,3.0
79179.24888619929,58.0,49.0,2.0
78289.28709302095,59.0,64.0,2.0
98971.26529786375,61.0,66.0,4.0
78561.48676931838,68.0,41.0,2.0
42607.58198946302,69.0,46.0,1.0
91370.03469597631,61.0,69.0,3.0
2757.836759007567,98.0,57.0,2.0
40496.68110462267,55.0,55.0,3.0
83239.54451741032,57.0,30.0,1.0
13199.561580805239,65.0,65.0,3.0
44542.128536566765,57.0,50.0,4.0
8226.413436092167,91.0,69.0,4.0
80448.7664088485,86.0,64.0,5.0
65070.11453920901,76.0,58.0,3.0
6340.128509464432,83.0,70.0,3.0
81404.0094291956,96.0,39.0,4.0
97949.90128522918,95.0,74.0,1.0
6701.48894772425,83.0,49.0,5.0
63851.241656371945,91.0,57.0,2.0
62554.371994986344,68.0,55.0,3.0
59456.37789377792,98.0,43.0,4.0
49930.514357271626,51.0,33.0,4.0
15008.8907845766,71.0,41.0,3.0
416.88636657050466,78.0,31.0,3.0
74168.86357022318,88.0,47.0,4.0
11472.867158888996,62.0,32.0,2.0
5317.783046362127,82.0,32.0,1.0
67975.04083846987,77.0,59.0,3.0
69807.59571138036,69.0,55.0,2.0
93563.45774734466,64.0,43.0,3.0
35217.59000367093,74.0,34.0,5.0
79196.13247910031,91.0,43.0,4.0
59749.25128870838,93.0,37.0,2.0
36369.51616488524,79.0,67.0,2.0
96674.08371213937,52.0,68.0,5.0
76383.13019183015,89.0,73.0,2.0
9394.891135591759,98.0,51.0,2.0
59057.36898572953,63.0,33.0,1.0
34830.841607758055,86.0,42.0,4.0
65344.02479512102,94.0,57.0,2.0
15842.426674556813,51.0,62.0,3.0
83478.0135016173,59.0,33.0,4.0
14086.989580000843,81.0,64.0,4.0
48073.28669508636,97.0,46.0,3.0
99929.71828176574,84.0,60.0,5.0
53073.842468622934,59.0,71.0,2.0
84093.08292315678,59.0,34.0,3.0
64159.86202689903,54.0,32.0,1.0
50248.65323107911,80.0,67.0,4.0
6176.369200707019,72.0,35.0,3.0
34169.444428989314,95.0,28.0,3.0
71252.22370378257,60.0,27.0,4.0
39062.461752563446,65.0,26.0,1.0
21313.310993450115,78.0,56.0,3.0
33903.121354260766,89.0,53.0,4.0
26076.776080259842,77.0,34.0,2.0
14180.972169396984,58.0,68.0,3.0
67345.43627001414,87.0,30.0,2.0
5893.041395095364,83.0,66.0,4.0
71292.82034226421,72.0,58.0,3.0
67405.79510812966,65.0,35.0,2.0
96492.46669695043,75.0,73.0,5.0
71800.86940080526,67.0,54.0,1.0
32770.15391540973,67.0,66.0,4.0
13247.458236803543,74.0,57.0,3.0
66809.41720989831,66.0,33.0,3.0
89751.34440350244,58.0,65.0,5.0
59058.542116277815,85.0,57.0,5.0
21371.633415606866,77.0,42.0,4.0
19609.513966113263,56.0,40.0,4.0
68795.9435965719,62.0,65.0,4.0
42777.83417808222,99.0,31.0,3.0
70499.8562164769,78.0,27.0,2.0
33454.1690589395,96.0,49.0,4.0
21118.212902841777,82.0,69.0,1.0
67246.79739833204,56.0,56.0,5.0
88786.9250827836,83.0,46.0,2.0
71650.96421389049,65.0,56.0,3.0
46177.65758623694,52.0,43.0,2.0
98641.98057968107,95.0,26.0,4.0
9501.616566683455,73.0,39.0,1.0
33867.12937536528,74.0,68.0,3.0
16920.583881436014,51.0,37.0,4.0
51625.51654329264,54.0,34.0,2.0
82859.44691276645,50.0,46.0,5.0
70015.8999372984,91.0,35.0,5.0
26220.541624416,81.0,54.0,4.0
68738.74700910757,62.0,47.0,1.0
52877.508872851344,54.0,54.0,2.0
13526.947872258475,53.0,31.0,3.0
10114.158787347149,86.0,68.0,4.0
20536.241815277335,89.0,32.0,3.0
81632.74845970396,91.0,60.0,3.0
44558.53832963185,60.0,71.0,4.0
99464.671626528,77.0,28.0,3.0
23321.12408729459,77.0,49.0,3.0
46337.10609272457,85.0,49.0,2.0
13650.997036511098,77.0,27.0,5.0
2542.1227729241173,58.0,60.0,2.0
74999.50151809129,84.0,63.0,5.0
35379.027873144005,56.0,29.0,4.0
19734.556602674857,61.0,48.0,5.0
82294.18096343894,71.0,71.0,3.0
4653.241353442574,58.0,35.0,3.0
97126.82994551593,56.0,35.0,5.0
76191.53581830396,70.0,36.0,4.0
16072.410522452923,84.0,58.0,3.0
22771.588199207054,67.0,41.0,1.0
45912.024102497264,99.0,27.0,3.0
7833.494900623369,66.0,64.0,3.0
58194.818709488405,70.0,26.0,2.0
2175.077266997904,83.0,25.0,3.0
20670.222332386555,76.0,65.0,4.0
89914.18951857109,66.0,29.0,4.0
63685.947712770685,50.0,35.0,4.0
95310.90059399344,85.0,48.0,3.0
4471.515267758956,93.0,50.0,3.0
57203.702896491704,83.0,61.0,5.0
43391.657624137944,82.0,70.0,2.0
51151.67965444899,54.0,74.0,1.0
69374.86433810755,69.0,63.0,4.0
54095.78455641148,58.0,64.0,1.0
9993.611016760759,73.0,62.0,5.0
9436.388293405926,53.0,67.0,4.0
91747.74474985346,77.0,41.0,1.0
81409.30389744374,96.0,68.0,1.0
43751.15221015795,89.0,61.0,3.0
41797.657436903915,65.0,50.0,1.0
99288.02732322633,80.0,44.0,5.0
32828.715752435,75.0,36.0,2.0
38032.98147012495,61.0,66.0,3.0
15245.890016561943,97.0,67.0,5.0
49438.18899861787,66.0,58.0,2.0
70147.49390127802,84.0,26.0,2.0
53086.363473539706,95.0,45.0,4.0
78222.86690012636,78.0,30.0,2.0
26311.435014400344,95.0,73.0,5.0
72041.6538786255,95.0,52.0,2.0
29056.976980563733,86.0,50.0,3.0
8769.526259749833,69.0,41.0,4.0
78626.02259538676,70.0,29.0,1.0
94321.44305290101,79.0,34.0,4.0
81495.01937107273,61.0,41.0,4.0
61431.187864955806,92.0,40.0,2.0
97640.29741607224,52.0,41.0,2.0
31411.796525781694,52.0,37.0,1.0
57892.89305443885,83.0,49.0,1.0
36736.769637564306,95.0,70.0,2.0
91030.29221617198,72.0,73.0,2.0
74917.55836217587,79.0,34.0,5.0
46712.40169218175,93.0,40.0,1.0
66679.41577723253,58.0,52.0,1.0
12007.091762058497,94.0,36.0,2.0
29467.49334082991,89.0,50.0,3.0
85370.51485863281,94.0,52.0,4.0
4166.691603543017,88.0,31.0,3.0
64490.428341016595,95.0,69.0,4.0
58156.769845217466,92.0,51.0,3.0
44299.704849079266,92.0,58.0,3.0
77817.67227317407,60.0,54.0,2.0
11483.362610977312,73.0,40.0,3.0
746.5159066600329,83.0,49.0,2.0
36523.471666733174,87.0,32.0,3.0
62077.74520810537,93.0,61.0,3.0
76179.6650055733,84.0,55.0,4.0
97677.57464027526,58.0,46.0,1.0
93582.53280861411,59.0,46.0,4.0
17349.622447456375,50.0,47.0,3.0
33589.37636479867,86.0,63.0,1.0
93902.42359663955,63.0,36.0,4.0
8976.835749751253,67.0,41.0,4.0
15895.821349137763,58.0,69.0,4.0
61135.04119863169,80.0,41.0,4.0
63248.06852075905,59.0,72.0,2.0
33913.092335885965,63.0,74.0,1.0
15997.562659636113,75.0,37.0,3.0
15740.429240991381,55.0,45.0,3.0
35530.1162377084,75.0,34.0,4.0
30718.285739889212,69.0,44.0,2.0
63143.73542274271,90.0,71.0,2.0
68247.983665905,57.0,63.0,4.0
93237.13245093665,89.0,58.0,1.0
70463.8905425731,62.0,25.0,4.0
16728.04330300047,51.0,68.0,2.0
61679.79062317266,89.0,46.0,3.0
92813.63235157554,87.0,61.0,4.0
5855.735520888639,69.0,28.0,1.0
80073.0777615199,81.0,61.0,1.0
47634.50639566796,60.0,39.0,4.0
43303.05317209142,74.0,41.0,1.0
29757.598922383924,71.0,60.0,2.0
99998.9919375961,54.0,70.0,1.0
89310.56543993346,54.0,43.0,2.0
8997.997411146787,79.0,54.0,5.0
97616.6101515927,92.0,63.0,3.0
