mean_d-greater-s,mean_count turtles with [moved? = TRUE],mean_sprout-count,min_d-greater-s,min_count turtles with [moved? = TRUE],min_sprout-count,last_d-greater-s,last_count turtles with [moved? = TRUE],last_sprout-count,sd_d-greater-s,sd_count turtles with [moved? = TRUE],sd_sprout-count,trend_d-greater-s,trend_count turtles with [moved? = TRUE],trend_sprout-count,max_d-greater-s,max_count turtles with [moved? = TRUE],max_sprout-count,snap_100_d-greater-s,snap_100_count turtles with [moved? = TRUE],snap_100_sprout-count,snap_200_d-greater-s,snap_200_count turtles with [moved? = TRUE],snap_200_sprout-count,snap_300_d-greater-s,snap_300_count turtles with [moved? = TRUE],snap_300_sprout-count,snap_400_d-greater-s,snap_400_count turtles with [moved? = TRUE],snap_400_sprout-count,snap_500_d-greater-s,snap_500_count turtles with [moved? = TRUE],snap_500_sprout-count,snap_600_d-greater-s,snap_600_count turtles with [moved? = TRUE],snap_600_sprout-count,snap_700_d-greater-s,snap_700_count turtles with [moved? = TRUE],snap_700_sprout-count,snap_800_d-greater-s,snap_800_count turtles with [moved? = TRUE],snap_800_sprout-count,snap_900_d-greater-s,snap_900_count turtles with [moved? = TRUE],snap_900_sprout-count
862.574,741.187,1268.251,0.0,0.0,0.0,815.0,908.0,2129.0,39.914941112320385,144.80279013541133,670.8281001858826,-0.05510713910713849,0.45168217368217334,2.257366543366543,934.0,916.0,2129.0,909.0,392.0,0.0,872.0,585.0,598.0,878.0,706.0,977.0,864.0,751.0,1219.0,863.0,771.0,1418.0,850.0,806.0,1615.0,855.0,849.0,1786.0,849.0,876.0,1911.0,845.0,885.0,2027.0
4.224,103.415,1312.001,0.0,0.0,0.0,1.0,91.0,2831.0,31.67812848007304,60.30609235392396,922.5215612651003,-0.021051213051213026,-0.041141279141279005,3.181396843396844,570.0,833.0,2831.0,8.0,104.0,0.0,2.0,82.0,189.0,2.0,104.0,766.0,0.0,83.0,931.0,0.0,95.0,1368.0,0.0,89.0,1653.0,0.0,101.0,1994.0,0.0,106.0,2291.0,0.0,105.0,2548.0
992.96,654.726,1654.427,0.0,0.0,0.0,999.0,868.0,2836.0,42.794747341233126,172.16423822617745,899.2703990852806,0.02777701577701624,0.5415521775521775,3.043141813141813,1000.0,868.0,2836.0,1000.0,239.0,0.0,997.0,450.0,740.0,998.0,584.0,1233.0,995.0,668.0,1578.0,997.0,686.0,1837.0,999.0,734.0,2117.0,1000.0,786.0,2340.0,999.0,811.0,2529.0,997.0,826.0,2691.0
5.656,154.133,1205.323,0.0,0.0,0.0,1.0,177.0,2554.0,33.788365808366734,60.361124169452,836.1607983342677,-0.02612285012285011,-0.004329394329394266,2.8805210465210465,557.0,839.0,2554.0,6.0,122.0,0.0,2.0,135.0,172.0,1.0,123.0,738.0,1.0,137.0,875.0,1.0,145.0,1310.0,2.0,169.0,1520.0,1.0,162.0,1833.0,0.0,150.0,2073.0,0.0,153.0,2316.0
423.149,18.099,2655.017,0.0,0.0,0.0,452.0,10.0,5867.0,59.831837670257116,59.96995246788173,1818.4541640390607,-0.01663718263718258,-0.06118057918057922,6.290001884001883,602.0,864.0,5867.0,595.0,9.0,0.0,366.0,5.0,711.0,365.0,9.0,1387.0,369.0,16.0,1996.0,420.0,3.0,2600.0,408.0,8.0,3243.0,441.0,8.0,3924.0,415.0,7.0,4567.0,441.0,5.0,5223.0
24.805,684.071,665.096,0.0,0.0,0.0,0.0,879.0,868.0,56.934936330868524,331.9243467403419,343.36768453656197,-0.09126609726609719,0.8751158451158451,0.924070008070008,573.0,879.0,868.0,1.0,11.0,0.0,118.0,220.0,216.0,61.0,837.0,829.0,6.0,877.0,866.0,2.0,879.0,868.0,1.0,879.0,868.0,0.0,879.0,868.0,0.0,879.0,868.0,0.0,879.0,868.0
370.189,920.11,529.133,0.0,0.0,0.0,264.0,1000.0,639.0,204.4300058186182,154.5146462313513,210.81456617368605,-0.5016436956436956,0.3729597729597729,0.5231177291177292,903.0,1000.0,639.0,901.0,470.0,0.0,399.0,891.0,504.0,304.0,974.0,599.0,280.0,988.0,623.0,269.0,997.0,634.0,266.0,998.0,637.0,265.0,999.0,638.0,264.0,1000.0,639.0,264.0,1000.0,639.0
13.925,997.369,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,74.13248528816312,34.96868368983998,0.0,-0.08060262260262252,0.015656541656541505,0.0,601.0,1000.0,0.0,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0
22.807,637.742,611.109,0.0,0.0,0.0,0.0,814.0,797.0,56.27340180760282,301.28805060273595,314.55510346996545,-0.08364116964116959,0.7886134046134052,0.8468237648237645,587.0,850.0,797.0,0.0,21.0,0.0,108.0,222.0,211.0,64.0,785.0,769.0,5.0,812.0,795.0,1.0,814.0,797.0,0.0,814.0,797.0,1.0,814.0,797.0,0.0,814.0,797.0,0.0,814.0,797.0
526.068,986.266,5.769,0.0,0.0,0.0,491.0,1000.0,10.0,40.80259030993007,50.083083411467236,3.6259673192129336,-0.040684348684348295,0.07206253206253205,0.011834777834777831,769.0,1000.0,10.0,514.0,982.0,0.0,505.0,997.0,1.0,505.0,998.0,4.0,546.0,997.0,5.0,512.0,999.0,8.0,513.0,1000.0,9.0,525.0,1000.0,9.0,490.0,1000.0,9.0,493.0,999.0,9.0
995.095,699.777,1415.902,0.0,0.0,0.0,999.0,883.0,2471.0,37.733406618009184,135.62322541143152,781.8515142889985,0.01669143469143484,0.4310778890778893,2.658593022593022,1000.0,883.0,2471.0,1000.0,389.0,0.0,1000.0,534.0,594.0,999.0,638.0,1029.0,998.0,707.0,1339.0,997.0,742.0,1578.0,1000.0,742.0,1779.0,1000.0,779.0,1997.0,996.0,819.0,2194.0,1000.0,863.0,2348.0
7.983,997.853,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,52.668004623302494,33.886773098067636,0.0,-0.04668767268767274,0.01280733080733165,0.0,567.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0
184.504,837.33,741.398,0.0,0.0,0.0,0.0,909.0,937.0,288.8749660043246,173.84876502293605,310.0896702504,-0.7968599808599809,0.38128722928722947,0.8559779679779684,912.0,965.0,937.0,897.0,335.0,0.0,288.0,881.0,645.0,205.0,862.0,732.0,95.0,906.0,842.0,23.0,949.0,914.0,2.0,933.0,935.0,0.0,921.0,937.0,0.0,906.0,937.0,0.0,893.0,937.0
990.2,125.923,3138.615,0.0,0.0,0.0,987.0,108.0,6936.0,38.61530784546456,89.55668077256988,2137.488946585455,0.013082077082077207,-0.17240045840045815,7.388539274539275,1000.0,845.0,6936.0,1000.0,146.0,0.0,999.0,113.0,838.0,997.0,106.0,1680.0,993.0,129.0,2460.0,986.0,153.0,3107.0,992.0,59.0,3698.0,997.0,62.0,4581.0,997.0,82.0,5434.0,993.0,112.0,6235.0
158.826,712.896,737.143,0.0,0.0,0.0,179.0,940.0,1057.0,66.31884893452269,317.75085079980516,381.2689687753252,0.11716245316245318,0.8946849066849069,1.1478534858534857,567.0,942.0,1057.0,14.0,43.0,0.0,107.0,312.0,291.0,178.0,793.0,786.0,198.0,829.0,857.0,198.0,883.0,932.0,206.0,905.0,968.0,180.0,918.0,995.0,182.0,930.0,1020.0,180.0,936.0,1039.0
686.301,416.812,1948.209,0.0,0.0,0.0,761.0,738.0,3792.0,194.60043781810987,248.67324475302922,1280.1251982985889,0.4793099573099572,0.825082137082137,4.398504516504515,842.0,851.0,3792.0,289.0,1.0,0.0,505.0,174.0,505.0,803.0,233.0,1042.0,803.0,317.0,1599.0,826.0,455.0,2139.0,806.0,538.0,2580.0,793.0,619.0,2951.0,803.0,667.0,3277.0,774.0,717.0,3558.0
25.677,5.296,1611.191,0.0,0.0,0.0,11.0,0.0,3333.0,41.969925792167,52.642704945698114,1056.000936798353,-0.07393486393486394,-0.03140919140919145,3.646531924531924,554.0,851.0,3333.0,91.0,0.0,0.0,17.0,0.0,500.0,24.0,0.0,952.0,9.0,0.0,1262.0,15.0,0.0,1695.0,16.0,0.0,2026.0,6.0,0.0,2377.0,12.0,0.0,2710.0,8.0,0.0,3018.0
669.753,536.2,1695.814,0.0,0.0,0.0,618.0,843.0,3035.0,93.77515657678218,278.9180237991089,1027.232699734583,0.06999937599937588,0.9028757668757668,3.4854378774378776,838.0,867.0,3035.0,531.0,16.0,0.0,648.0,231.0,547.0,815.0,401.0,1077.0,761.0,515.0,1560.0,745.0,626.0,1959.0,704.0,712.0,2274.0,664.0,775.0,2518.0,665.0,800.0,2708.0,666.0,813.0,2879.0
18.573,680.595,643.91,0.0,0.0,0.0,0.0,889.0,862.0,42.07396666586115,329.79825799267053,343.1076855740797,-0.06639720039720025,0.8974726474726472,0.9562475362475364,556.0,889.0,862.0,2.0,29.0,0.0,64.0,169.0,148.0,46.0,786.0,761.0,10.0,861.0,834.0,3.0,882.0,856.0,1.0,886.0,859.0,2.0,886.0,859.0,0.0,888.0,861.0,0.0,889.0,862.0
5.335,6.766,1659.203,0.0,0.0,0.0,1.0,0.0,3745.0,33.78329135830271,56.08612345313317,1203.703329641901,-0.01706644706644696,-0.03991124791124802,4.154053724053723,562.0,859.0,3745.0,0.0,0.0,0.0,6.0,0.0,254.0,1.0,0.0,849.0,4.0,0.0,1169.0,1.0,0.0,1679.0,1.0,0.0,2095.0,3.0,0.0,2506.0,2.0,0.0,2936.0,1.0,0.0,3333.0
235.985,643.698,470.921,0.0,0.0,0.0,148.0,710.0,562.0,179.49015787780638,136.6439709463962,185.45864972818046,-0.4278526338526338,0.3107679947679948,0.44542523542523554,710.0,872.0,562.0,708.0,226.0,0.0,244.0,617.0,465.0,171.0,688.0,539.0,153.0,706.0,557.0,149.0,709.0,561.0,148.0,709.0,562.0,148.0,710.0,562.0,148.0,710.0,562.0,148.0,710.0,562.0
352.614,738.602,0.0,0.0,0.0,0.0,352.0,754.0,0.0,34.05702576561842,36.085559383221415,0.0,-0.055643275643275494,-0.02002500802500738,0.0,550.0,858.0,0.0,390.0,786.0,0.0,364.0,747.0,0.0,340.0,753.0,0.0,321.0,729.0,0.0,354.0,721.0,0.0,341.0,729.0,0.0,344.0,745.0,0.0,357.0,753.0,0.0,343.0,715.0,0.0
995.049,694.587,1460.851,0.0,0.0,0.0,997.0,876.0,2509.0,37.600061156863894,148.7653401535451,792.3656951174761,0.017049191049191267,0.4679923859923862,2.683302325302325,1000.0,877.0,2509.0,1000.0,340.0,0.0,998.0,520.0,651.0,996.0,647.0,1095.0,998.0,693.0,1391.0,996.0,734.0,1635.0,998.0,770.0,1857.0,1000.0,792.0,2056.0,1000.0,828.0,2233.0,998.0,849.0,2383.0
13.592,339.419,654.715,0.0,0.0,0.0,1.0,479.0,933.0,34.50758664409927,167.54706633958128,353.37544308426374,-0.038047778047778064,0.43512252912252913,1.0371810111810114,512.0,851.0,933.0,0.0,0.0,0.0,36.0,115.0,136.0,36.0,478.0,757.0,5.0,377.0,816.0,2.0,374.0,828.0,6.0,396.0,851.0,2.0,437.0,891.0,3.0,454.0,908.0,3.0,469.0,923.0
14.481,559.137,372.798,0.0,0.0,0.0,0.0,670.0,509.0,40.210267830493216,165.71033230007052,199.15492260047156,-0.05722975522975526,0.44779534579534586,0.568953532953533,555.0,854.0,509.0,8.0,225.0,0.0,39.0,304.0,88.0,30.0,594.0,427.0,2.0,636.0,471.0,3.0,649.0,488.0,3.0,663.0,498.0,0.0,666.0,505.0,1.0,667.0,506.0,0.0,670.0,508.0
995.336,722.495,1368.579,0.0,0.0,0.0,999.0,893.0,2280.0,37.69606218161207,153.55529940383013,723.4730995406819,0.016975000975002257,0.4860565440565448,2.4309067449067445,1000.0,894.0,2280.0,1000.0,371.0,0.0,1000.0,545.0,621.0,998.0,650.0,1061.0,997.0,743.0,1366.0,995.0,786.0,1546.0,997.0,787.0,1724.0,999.0,832.0,1921.0,999.0,865.0,2074.0,999.0,885.0,2185.0
80.521,5.981,1725.032,0.0,0.0,0.0,10.0,0.0,3366.0,174.24724261519862,53.65883560980487,1037.506720448595,-0.34984639984639954,-0.03493331293331288,3.578999738999739,592.0,854.0,3366.0,548.0,0.0,0.0,18.0,0.0,702.0,14.0,0.0,1024.0,10.0,0.0,1481.0,14.0,0.0,1807.0,12.0,0.0,2159.0,10.0,0.0,2490.0,10.0,0.0,2778.0,20.0,0.0,3077.0
5.845,291.936,1173.038,0.0,0.0,0.0,1.0,376.0,2522.0,33.77604143472078,62.52568995221084,821.766922281495,-0.026545352545352483,0.11361124161124168,2.833167985167985,569.0,846.0,2522.0,0.0,214.0,0.0,4.0,218.0,165.0,1.0,262.0,687.0,2.0,270.0,851.0,1.0,271.0,1255.0,0.0,290.0,1477.0,0.0,314.0,1781.0,0.0,320.0,2024.0,0.0,343.0,2289.0
14.29,455.091,7.661,0.0,0.0,0.0,4.0,456.0,55.0,55.87466241508848,85.96871942165998,14.170465024126775,-0.07085623085623086,-0.165227895227895,0.036593454593454595,572.0,854.0,55.0,16.0,583.0,0.0,1.0,443.0,0.0,1.0,424.0,0.0,0.0,417.0,0.0,0.0,419.0,0.0,0.0,411.0,0.0,0.0,406.0,2.0,2.0,417.0,14.0,2.0,434.0,32.0
95.615,9.114,1834.016,0.0,0.0,0.0,12.0,0.0,3595.0,188.06725598838287,58.661972384159775,1110.8650330908795,-0.41187446187446175,-0.05147444747444752,3.83418519018519,598.0,866.0,3595.0,598.0,0.0,0.0,65.0,0.0,736.0,22.0,0.0,1092.0,20.0,0.0,1561.0,19.0,0.0,1911.0,18.0,0.0,2296.0,9.0,0.0,2635.0,14.0,0.0,2978.0,15.0,0.0,3301.0
993.574,644.013,1718.489,0.0,0.0,0.0,1000.0,842.0,2913.0,41.02341433864337,182.31408292010818,920.6627970538402,0.023999555999556513,0.5688007788007787,3.109317115317115,1000.0,853.0,2913.0,1000.0,188.0,0.0,999.0,457.0,791.0,996.0,589.0,1296.0,998.0,647.0,1635.0,991.0,695.0,1932.0,999.0,742.0,2198.0,996.0,782.0,2437.0,999.0,823.0,2619.0,1000.0,832.0,2766.0
10.323,997.901,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,65.56440094289086,33.70479489627659,0.0,-0.060288750288750345,0.01252282252282339,0.0,608.0,1000.0,0.0,2.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0
630.429,21.626,3026.774,0.0,0.0,0.0,713.0,11.0,6640.0,73.17422332351772,60.15584862671292,2027.1015743972955,0.10168951168951179,-0.04235637035637028,7.0109462669462665,755.0,867.0,6640.0,750.0,0.0,0.0,575.0,6.0,890.0,540.0,10.0,1636.0,566.0,21.0,2357.0,574.0,26.0,2985.0,636.0,9.0,3623.0,670.0,12.0,4411.0,671.0,14.0,5169.0,712.0,13.0,5885.0
879.481,38.41,3354.812,0.0,0.0,0.0,933.0,51.0,7369.0,60.03800162397147,66.41395862316902,2233.970226000339,0.15181150981150987,-0.028954480954480843,7.719265851265852,947.0,860.0,7369.0,887.0,0.0,0.0,809.0,3.0,938.0,841.0,8.0,1845.0,842.0,40.0,2727.0,871.0,96.0,3410.0,908.0,20.0,3907.0,932.0,12.0,4804.0,934.0,24.0,5718.0,941.0,40.0,6602.0
507.325,14.44,2812.437,0.0,0.0,0.0,600.0,13.0,6209.0,76.01127136813352,48.93299909059313,1908.4012780416492,0.17694717894717885,-0.023622899622899568,6.601455043455042,607.0,861.0,6209.0,542.0,0.0,0.0,412.0,12.0,804.0,440.0,6.0,1484.0,466.0,6.0,2124.0,502.0,13.0,2780.0,543.0,10.0,3415.0,550.0,10.0,4110.0,572.0,7.0,4824.0,584.0,5.0,5523.0
1.963,4.071,1435.413,0.0,0.0,0.0,3.0,0.0,3076.0,24.15138983578416,47.00453126029383,1001.2174651048597,-0.009761007761007788,-0.02420806220806219,3.4535275715275717,517.0,848.0,3076.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,820.0,0.0,0.0,1026.0,0.0,0.0,1509.0,0.0,0.0,1795.0,0.0,0.0,2194.0,0.0,0.0,2488.0,0.0,0.0,2781.0
995.281,715.128,1398.22,0.0,0.0,0.0,999.0,907.0,2352.0,37.010431488973616,152.36864380836363,756.6917150332756,0.016793122793123123,0.48819650019650085,2.5512532992532995,1000.0,907.0,2352.0,1000.0,377.0,0.0,999.0,524.0,612.0,997.0,637.0,1044.0,998.0,709.0,1347.0,994.0,746.0,1583.0,999.0,784.0,1803.0,1000.0,848.0,1999.0,998.0,858.0,2130.0,1000.0,885.0,2251.0
5.481,672.109,0.033,0.0,0.0,0.0,0.0,645.0,1.0,35.79759264252188,74.22881596118845,0.17863650242881496,-0.03184189384189384,-0.1398722058722059,0.00019146619146619145,568.0,947.0,1.0,1.0,775.0,0.0,0.0,652.0,0.0,0.0,646.0,0.0,0.0,646.0,0.0,0.0,644.0,0.0,0.0,645.0,0.0,0.0,647.0,0.0,0.0,645.0,0.0,0.0,644.0,0.0
524.076,896.25,223.765,0.0,0.0,0.0,370.0,954.0,388.0,131.2943876332877,97.14043184997686,138.5158177790538,-0.4261675861675862,0.28135990135990224,0.4576213996213995,807.0,975.0,388.0,722.0,745.0,0.0,711.0,747.0,17.0,582.0,869.0,153.0,506.0,940.0,239.0,479.0,953.0,275.0,451.0,958.0,303.0,426.0,967.0,326.0,412.0,956.0,344.0,382.0,973.0,373.0
2.396,5.029,1383.783,0.0,0.0,0.0,0.0,0.0,2946.0,27.145923892916723,52.2543027797726,959.4762039316033,-0.011547647547647514,-0.029863607863607942,3.309727095727095,565.0,837.0,2946.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,779.0,0.0,0.0,1042.0,1.0,0.0,1460.0,1.0,0.0,1760.0,0.0,0.0,2095.0,1.0,0.0,2381.0,0.0,0.0,2681.0
563.277,602.3,1384.911,0.0,0.0,0.0,554.0,855.0,2480.0,110.53666482665393,257.9192935784381,823.7016359574627,0.19009254409254459,0.7902441822441826,2.795896325896326,712.0,855.0,2480.0,340.0,42.0,0.0,490.0,395.0,501.0,700.0,537.0,935.0,640.0,645.0,1296.0,624.0,721.0,1572.0,595.0,732.0,1800.0,596.0,779.0,2019.0,561.0,827.0,2206.0,567.0,840.0,2352.0
784.45,24.125,3258.123,0.0,0.0,0.0,861.0,24.0,7167.0,61.031151881641804,60.627381396527426,2178.8056076371313,0.15934286734286718,-0.03519874119874112,7.532185862185863,871.0,842.0,7167.0,794.0,1.0,0.0,743.0,12.0,924.0,721.0,8.0,1768.0,727.0,8.0,2590.0,772.0,39.0,3305.0,819.0,22.0,3847.0,836.0,11.0,4678.0,844.0,9.0,5536.0,852.0,14.0,6366.0
1.889,3.828,1414.48,0.0,0.0,0.0,0.0,0.0,3012.0,25.857081795902314,47.48147445057057,985.2504867291358,-0.00970119970119978,-0.02278834678834675,3.397081417081417,576.0,863.0,3012.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,827.0,0.0,0.0,1029.0,0.0,0.0,1505.0,1.0,0.0,1765.0,0.0,0.0,2154.0,0.0,0.0,2441.0,0.0,0.0,2750.0
2.82,3.874,1521.647,0.0,0.0,0.0,0.0,0.0,3223.0,28.613975606336037,47.01523289317945,1040.807371414615,-0.013000297000296954,-0.023055395055395018,3.5903378483378487,553.0,859.0,3223.0,0.0,0.0,0.0,2.0,0.0,319.0,0.0,0.0,884.0,1.0,0.0,1139.0,0.0,0.0,1617.0,0.0,0.0,1913.0,0.0,0.0,2291.0,0.0,0.0,2611.0,1.0,0.0,2916.0
642.86,411.899,1353.628,0.0,0.0,0.0,621.0,117.0,3549.0,48.64126231914634,170.6214019371545,1015.3980124148355,-0.05330219330219401,-0.5639457779457774,3.4656443136443134,795.0,851.0,3549.0,748.0,574.0,0.0,654.0,563.0,348.0,599.0,563.0,634.0,629.0,492.0,896.0,584.0,468.0,1196.0,624.0,420.0,1499.0,660.0,271.0,1873.0,640.0,207.0,2385.0,657.0,160.0,2937.0
900.554,422.097,2466.662,0.0,0.0,0.0,944.0,738.0,4515.0,108.94511959697986,227.7333914712553,1462.3240864309107,0.2775487935487937,0.7351801291801294,5.007840483840482,977.0,820.0,4515.0,728.0,0.0,0.0,803.0,96.0,841.0,949.0,352.0,1669.0,956.0,386.0,2199.0,967.0,423.0,2683.0,964.0,520.0,3194.0,963.0,604.0,3622.0,965.0,655.0,3958.0,965.0,683.0,4253.0
2.162,5.444,1374.159,0.0,0.0,0.0,0.0,0.0,2980.0,27.010215771074265,54.08170544648325,974.0575279309735,-0.011093507093507107,-0.03161771561771552,3.3587432927432923,569.0,864.0,2980.0,0.0,0.0,0.0,2.0,3.0,189.0,1.0,1.0,785.0,0.0,0.0,981.0,0.0,0.0,1447.0,0.0,0.0,1718.0,0.0,0.0,2109.0,1.0,0.0,2391.0,0.0,0.0,2701.0
750.108,30.28,3168.356,0.0,0.0,0.0,845.0,30.0,6978.0,78.95433069819545,57.805203917986375,2135.2713235708475,0.20523832923832963,-0.04111117711117709,7.3836485916485906,859.0,852.0,6978.0,786.0,0.0,0.0,643.0,8.0,904.0,671.0,11.0,1697.0,694.0,26.0,2474.0,723.0,35.0,3147.0,789.0,17.0,3746.0,821.0,13.0,4613.0,818.0,18.0,5444.0,829.0,35.0,6228.0
17.637,6.737,1921.646,0.0,0.0,0.0,30.0,0.0,4354.0,40.43833862808891,52.831977352736544,1390.2496382606976,-0.005755547755547762,-0.03486758886758893,4.80043254043254,558.0,869.0,4354.0,0.0,0.0,0.0,17.0,4.0,355.0,8.0,4.0,959.0,6.0,2.0,1364.0,10.0,1.0,1902.0,8.0,2.0,2395.0,12.0,0.0,2900.0,28.0,0.0,3391.0,28.0,0.0,3887.0
965.524,618.787,1786.832,0.0,0.0,0.0,1000.0,860.0,3030.0,67.348284491886,207.9259570880942,968.3294035481931,0.15556133956133977,0.6614867114867117,3.269897501897502,1000.0,862.0,3030.0,869.0,143.0,0.0,931.0,389.0,780.0,999.0,544.0,1346.0,997.0,663.0,1740.0,995.0,681.0,2011.0,995.0,715.0,2275.0,999.0,772.0,2531.0,1000.0,805.0,2734.0,999.0,837.0,2900.0
463.989,923.368,533.238,0.0,0.0,0.0,368.0,1000.0,632.0,203.57373818594775,164.52987745695393,207.1677227658812,-0.47043612843612825,0.3714573114573114,0.48697752697752716,1000.0,1000.0,632.0,1000.0,434.0,0.0,451.0,937.0,549.0,392.0,981.0,608.0,376.0,994.0,624.0,370.0,998.0,630.0,368.0,1000.0,632.0,368.0,1000.0,632.0,368.0,1000.0,632.0,368.0,1000.0,632.0
981.118,642.312,1673.569,0.0,0.0,0.0,1000.0,850.0,2874.0,58.379466218868686,180.65653228156455,915.9147881975698,0.0912464712464715,0.5697665457665458,3.103921153921154,1000.0,851.0,2874.0,964.0,211.0,0.0,996.0,457.0,760.0,994.0,611.0,1238.0,996.0,617.0,1553.0,996.0,688.0,1880.0,997.0,725.0,2148.0,997.0,765.0,2370.0,997.0,808.0,2577.0,1000.0,834.0,2734.0
2.888,4.49,1442.23,0.0,0.0,0.0,1.0,0.0,3042.0,30.75525086875433,49.27979200443098,994.3240815247312,-0.014313422313422296,-0.026682302682302643,3.4286458286458292,580.0,836.0,3042.0,0.0,0.0,0.0,1.0,0.0,267.0,0.0,0.0,848.0,2.0,0.0,1057.0,1.0,0.0,1545.0,0.0,0.0,1818.0,2.0,0.0,2186.0,0.0,0.0,2471.0,0.0,0.0,2782.0
5.901,5.237,1535.203,0.0,0.0,0.0,2.0,0.0,3219.0,36.339499157252945,53.002385144445135,1049.0296400917373,-0.026354588354588395,-0.031008913008912894,3.6180252720252715,562.0,872.0,3219.0,0.0,0.0,0.0,6.0,0.0,333.0,0.0,0.0,878.0,1.0,0.0,1152.0,3.0,0.0,1631.0,0.0,0.0,1938.0,2.0,0.0,2315.0,0.0,0.0,2616.0,2.0,0.0,2943.0
504.368,585.85,1352.857,0.0,0.0,0.0,508.0,873.0,2484.0,122.62587237610168,261.67958174072277,816.9539855775233,0.2358114438114436,0.806064734064734,2.782137268137268,648.0,873.0,2484.0,235.0,31.0,0.0,409.0,391.0,471.0,626.0,536.0,905.0,605.0,634.0,1249.0,578.0,680.0,1518.0,559.0,711.0,1746.0,559.0,780.0,1982.0,547.0,782.0,2154.0,539.0,823.0,2334.0
67.723,4.722,1682.416,0.0,0.0,0.0,12.0,0.0,3356.0,141.98991608913664,48.41174150968008,1040.2327176858066,-0.29210482610482585,-0.027812067812067753,3.59369816969817,524.0,837.0,3356.0,445.0,0.0,0.0,20.0,0.0,648.0,15.0,0.0,990.0,15.0,0.0,1406.0,16.0,0.0,1742.0,11.0,0.0,2100.0,8.0,0.0,2440.0,12.0,0.0,2757.0,11.0,0.0,3065.0
808.682,38.082,3239.76,0.0,0.0,0.0,869.0,36.0,7121.0,67.03004457704017,63.77892501445904,2176.4443733759877,0.17518107118107124,-0.04044416844416834,7.524999588999589,885.0,864.0,7121.0,817.0,0.0,0.0,736.0,15.0,921.0,743.0,18.0,1772.0,766.0,33.0,2560.0,801.0,72.0,3206.0,849.0,22.0,3836.0,879.0,13.0,4703.0,868.0,26.0,5563.0,861.0,34.0,6360.0
6.187,997.877,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,44.62510538923224,33.97484173620288,0.0,-0.03635323835323835,0.012669126669128119,0.0,550.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0
862.585,175.986,2548.598,0.0,0.0,0.0,856.0,54.0,5997.0,45.47002061798519,135.58473293110842,1837.7230864295093,-0.04787927387927305,-0.4018582378582372,6.339877131877132,951.0,842.0,5997.0,946.0,383.0,0.0,906.0,238.0,582.0,879.0,177.0,1209.0,844.0,145.0,1826.0,821.0,145.0,2429.0,835.0,110.0,3005.0,853.0,96.0,3754.0,865.0,63.0,4506.0,868.0,68.0,5261.0
644.47,893.977,570.873,0.0,0.0,0.0,618.0,985.0,832.0,41.47265484629599,107.00749726537926,265.05496575427674,-0.09025177825177906,0.31407255207255136,0.8372208032208028,773.0,987.0,832.0,721.0,655.0,0.0,665.0,809.0,345.0,659.0,896.0,534.0,632.0,932.0,631.0,623.0,942.0,667.0,638.0,947.0,708.0,613.0,957.0,758.0,626.0,976.0,799.0,605.0,981.0,822.0
467.448,970.382,67.478,0.0,0.0,0.0,484.0,991.0,134.0,35.96608535829274,40.96171475902848,48.758604532943814,-0.04673248673248686,0.07669578469578521,0.16514514914514913,707.0,994.0,134.0,486.0,945.0,0.0,471.0,960.0,0.0,466.0,967.0,25.0,462.0,967.0,50.0,480.0,975.0,78.0,448.0,988.0,99.0,477.0,992.0,110.0,452.0,991.0,117.0,476.0,989.0,126.0
826.953,28.251,3299.73,0.0,0.0,0.0,901.0,33.0,7289.0,66.37388636353903,60.35395595153656,2207.0278138482995,0.1766579306579301,-0.026537528537528613,7.62778305178305,913.0,860.0,7289.0,820.0,0.0,0.0,756.0,7.0,917.0,770.0,5.0,1779.0,799.0,22.0,2646.0,824.0,50.0,3363.0,860.0,25.0,3873.0,879.0,8.0,4739.0,884.0,16.0,5615.0,894.0,16.0,6465.0
